index,sno,score,content
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"이쁘고 귀여워요!
그런데 삑삑 소리를 무서워해서 잠깐 가지고 놀다말아요ㅜㅜ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"저희 땅콩이가 잠잘때도 젤리곰이랑 같이자네요 .
너무 귀엽고 만족스럽습니다"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"3개샀는데..
색깔별로 다사주고싶긴 한데 ...소리가안나는인형이있네요아쉽네욤"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,삑삑이 소리를 무서워하는 편이라 걱정했는데 조심조심 잘 가지고 놀아요 넘 귀엽네요 소리 안나는 인형도 많아졌으면 좋겠어요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"이쁘고 귀여워요!
그런데 삑삑 소리를 무서워해서 잠깐 가지고 놀다말아요ㅜㅜ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,푸들인 저희 강아지한테는 좀 큰 감이 없지 않지만 너무 좋아해서 만족합니다.
212,Tlzz4mdfpk0Ei3UVFUYA3,4,장난감은 너무 귀여운데 내구성이 조큼 아쉬운거같아요ㅠ 여기서산 어묵은 당기기놀이해도 멀쩡하던데 이 장난감은 그냥 혼자놀게 냅둬야해서 아쉬워요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,포장부터 너무 귀여워요ㅠㅠㅠ 저는 고양이 이갈이때문에 물고 놀라고 구입했는데 잘 물고 잘 가지고 노네요 마감처리도 깔끔해서 꽤 오래 가지고 놀 것 같습니다 재구매 의사 있습니다!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"강아지가 환장해요
랜덤시켰는데 주황빨강왔어요 귀엽구
물뜯자주해서 하루면 목화밭되는데 아직 이친구는 살아있어요...!"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지가 너무 좋아해요... 물어뜯고 놀다가 터졌는데 하나 더 사줘야겠어요.. ;ㅅ; 💖 제품은 귀엽고 좋아용
212,Tlzz4mdfpk0Ei3UVFUYA3,5,아 너무 귀여워요 ㅠ_ㅠ 강아지들이 노랑 파랑색을 식별 할 수 있다하길래 노랑이로 선택했는데 그냥 제가 가지고싶어요(?) 우리집 아가도 택배 뜯자마자 주문한 장난감중에 얘를 먼저 물어가요 ㅋㅋㅋ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,생각보다 작은데 귀여워요. 약간 딱딱해서 한방에 입에 물지는 못하더라고요.
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"저 사실 강아지도 없는데
그냥 곰이 너무 귀여워서 충동적으로 구매했어요....."
212,Tlzz4mdfpk0Ei3UVFUYA3,5,너무 귀여워요!! 근데 10분도 안되어서 곰의 귀와 다리한쪽이 없어졌습니다^-^
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"강아지는 없지만 인간을 위해 구매했습니다
만족도 백퍼센트구요 진짜 기여워요
삑삑이 소리도 잘 납니다"
212,Tlzz4mdfpk0Ei3UVFUYA3,4,생각보다 귀여운 곰돌이 인형이네요ㅎㅎ울강아지가 잘 물고 놀아요.이번에 바잇미에서 장난감 여러개 구매했는데 울 강아지가 좋아합니다.
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"오자마자 넘 좋아해요
글고 넘 귀여움..
내가 가지고싶을정도
재구매의사 있음"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"아이가 넘 잘 갖고 놀아요
입에 물기에 사이즈가 딱 좋네요
이쁘고 귀여워요."
212,Tlzz4mdfpk0Ei3UVFUYA3,5,이번에 네가지 샀는데 다음에 빨강파랑까지~~~ 완전체로 구입해야 겠어요 !
212,Tlzz4mdfpk0Ei3UVFUYA3,5,하리보모양 장난감 포장부터 귀여워요 근데 삑삑이누르는게 좀 힘드네요ㅜ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,택배가도착하자마자 갖고 노느냐고정신이 없네요~하나더주문해야겠어요^^
212,Tlzz4mdfpk0Ei3UVFUYA3,5,아직 첫날이라 잘 모르겠지만 냄새도 안나구 잘 사용해주면 좋겠네요 ㅎㅎ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,쪼코가 아주 좋아해요 이미 하나씩 씹고뜯고맛보고즐기고던지고 귀여워요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,귀엽고 다 좋은데 좀 작아요... ㅠ 가격대비 좀 비싸다는 생각이 들긴 해요!
212,Tlzz4mdfpk0Ei3UVFUYA3,3,"갱얼쥐가 관심이 없네요
갖고 놀줄을 몰라요 너무 소형견이라 그럴까요..ㅠ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,인형 너무 귀엽고 도착하자마자 댕ㄷㅐㅇ이가ㅡ아주 잘 갖고놀고있어요!!!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"깜찍하고 귀여워요 깔별로^^
옐로우 사진은 못찍어서 빨강이로 대체할께요"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,배송 빠르구요 삼실서 심심해하는거 같아서 사줬는데 손두 못대게 하네요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,귀여워요ㅎㅎ 다음에 또 구매 할 것 같아요 바잇미 장난감 엄청 좋아해요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,다 좋은데 좀 비싼 거 같아요 근데 너무 귀여워서 안 살 수가 없어요 ㅠㅠ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,펫페어 갔을때 구매했었는데 너무 귀여워서 선물용으로 재구매합니다!! 최애 젤리인데 댕댕이에게도 최애 인형이되서 너무 기분이 좋아요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지가 보자마자 데스트니 하더니 위아래도 없이 곰돌이만 싸고 돌아요 좋아하니 다행이에오 ㅎㅎㅎ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지 생일선물로 새장난감을 마련했는데 크기도 딱 좋습니다. 5kg아이구 물고 흔들흔들 잘 놀아요! :)
212,Tlzz4mdfpk0Ei3UVFUYA3,4,"너무 크면 강아지가 가지고 놀기 힘들어하는데 크지도 않고 너무 작지도 않고 적당했어요.
5분만에 터뜨려버려서 가지고 노는거에 비해 비싼장난감이 되버렸네요ㅠ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"삑삑이 소리에 잘갖고노네요
일단 너무 이뻐요 색깔이랑 잘샀어용 ㅋㅋ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지가 잘 갖고 놀아요! 요즘 최애장난감이라 맨날 입에 물고 다녀요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,예전에 샀을 때 인형 안 터지고 오래 가길래 다른 색으로 또 사 봤어요!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,언니 강아지한테 선물해줬는데 겁나 좋아하드라구요 ㅎㅎ 너무 만족스럽습니다 👍 다음에 또 주문하려구요!!❤️❤️
212,Tlzz4mdfpk0Ei3UVFUYA3,5,일단 바잇미 장난감 디자인이 너무 귀엽습니당 ♡ 아이들도 좋아해요!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,생각했던 대로 귀엽네요 강아지도 재밌게 갖고 놀아 만족스럽습니당~
212,Tlzz4mdfpk0Ei3UVFUYA3,5,일단 귀엽습니다 고양이 장난감으로 샀는데 저만 갖고 놀고 있지만요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,장난감바꿔주려고구입했는데 제가가지고싶을정도네용 넘귀여워용ㅎ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"너무 잘 가지고 놀아요! 장난감은 거의 여기서 사는 것 같아요. 생각보다 작긴했지만, 그래도 귀엽네요~="
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"네가지 색 나란히 세워놓고 고르라니까 오렌지색 물고 뛰어가셨어요 ㅎ
여기저기 물고 놀기도 편하고 튼튼하고 귀여워요!"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"진짜 젤리곰 같아서 더 귀여우ㅏ요ㅎㅎ
최애템 됐어요 너무 좋아해요"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"너무귀여운 인형이예요
깔별로 살껄 그랬나봐요
세일해서 득템했네요"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,크기도 적당하고 색상도 이쁘고 삑삑소리에 아이가 너무 좋아합니다
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"일단 곰모양이 너무 귀여워요
삑삑 소리까지 나니깐
잘가지고 노네요~"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,작고 귀여워서 애기가 잘물고 노네요^_^ 놀다가 지쳐 잠들었어요ㅎㅎ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,튼튼해서 잘 터지지도않고 너무 잘가지고놉니다!! 다음에는 이 곰돌이로 색깔별로 사려구요ㅋㅋㅋ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"가볍고 귀여워요. 삑삑이 소리가 너무 크지도, 작지고 않고 적당해서 좋고, 강아지가 잘 가지고 놀아요."
212,Tlzz4mdfpk0Ei3UVFUYA3,5,색깔별로 사주고싶지만 금방 사망할듯하여 우선 하나만 주문했어요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,귀여워요. 강아지가 무척 좋아해요. 확실히 소리나는게 좋네요 ^ ^ ~~
212,Tlzz4mdfpk0Ei3UVFUYA3,5,귀여워요 하리보같아요 잘 삑삑거려요 오렌지색상 잘산듯요ㅋㅋ~^^
212,Tlzz4mdfpk0Ei3UVFUYA3,5,개리보 주황이가 5개월을 잘 버티며 저희 강아지 최애템으로 등극했기에 이번에 노랑이를 사줬는데.... 주황이 버렸네요.
212,Tlzz4mdfpk0Ei3UVFUYA3,5,빨아서 주려고 아직 안줬어요 ㅋ 삑삑 소리도 나고 좋아할거같아요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,전에도 구매했던 제품이에요 ! 멈머가 요 장난감만 가지고 노네요 :) 디자인도 너무너무 귀엽슴니다
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"삑삑 소리가 너무 크지 않아서 좋고, 엄청 예쁩니다. ㅎㅎ 3.2kg 아이가 물고 다니기 딱 좋은 크기입니다."
212,Tlzz4mdfpk0Ei3UVFUYA3,5,재구매에요 ! 저희집 멈머가 요녀석만 가지고 노네요 ㅎㅎ 장난감도 그냥 소장용으로 가지고 있고 싶을만큼 너무 귀여워요 :) 강아지 장난감용뿐만아니라 하리보 조아하는 친구에게 선물하기도 좋을 것 같아요 ㅋㅋ
212,Tlzz4mdfpk0Ei3UVFUYA3,4,생각보다 저희 강아지한테 커서 그런지 안가지고 놀지만 귀야워요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,작고 귀여워요ㅠㅠ 삑삑 소리도 너무 귀엽고 강아지고 좋아하네요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,삑삑 소리가 잘 나지 않아 조금 아쉽지만 강아지가 너무 좋아해요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"필요했던 구성으로되어있어서 좋아요
인형도 너무 귀여워요 ㅎㅎ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,작고 귀여워요. 내구성은 튼튼하지만 강아지가 물어 뜯어요 ㅎㅎ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"울집 댕댕이 잘 갖고 놀아요.
하지만 삑삑소리를 잘 못내내요^^;;;,"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,생각보다 자그맣구 귀여워요ㅜㅜ 강쥐는 없지만... 너무 귀여워서 키링용으로 삿습니다 ...삑삑이 소리까지 완벽해요!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,귀여운 하리땡 젤리가 인형이라니 너무 귀엽고 잘가지고 놀아용
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"강아지 생일 선물로 구매했어요
제 눈에는 너무 예쁘고 깜찍해요"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,통실한 하리보 모양이라 입에 쏙 들어가요 물고 뛰어댕겨욬ㅋㅋ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지가 아주 좋아해요 친구강쥐 선물로 삿는디 넘 기엽숩니당
212,Tlzz4mdfpk0Ei3UVFUYA3,4,눈이와서 배송이밀려서그런지 그거빼고는 좋았습니다 귀여워요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,세상 작고 귀여워요ㅎㅎ인형좋아하는 고양이라 잘가지고있어요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"멍몽이만족도 최고♡

이틀만에 삑삑이해먹어버림

미안해곰돌아.."
212,Tlzz4mdfpk0Ei3UVFUYA3,5,너무 귀여워요 크기도 적당해서 물고 다니기 좋은지 되게 좋아해요! 튼튼해서 또 구매할것같아요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,첫날에 환장하더니 삑삑소리만 들으면 달려와요 너무 좋아해요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지용 아니라도 장식하기도 너무 이뻐서 색깔별로 샀어요~^^
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"이거 너무 귀여워요
깔별로 살껄 그랬네요
잘 갖고놀아서 좋아요"
212,Tlzz4mdfpk0Ei3UVFUYA3,3,금방 터지는게 문제여요... 이번엔 몇일가려나 저번엔 4개 3일만에 보내줫네요 ㅋㅋ이곰돌이만 좋아해서 또 삿네요..
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"배송도 빠르고 상품도 맘에들어요
귀엽고 강아지가 조아해요^^"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"젤리곰은 또 사야겟어요
사이즈가 딱이라 완전 잘가지고놀아요"
212,Tlzz4mdfpk0Ei3UVFUYA3,4,너무 귀여워요ㅠㅠ생각보다 작지만 강쥐들이 맘에 들어합니다
212,Tlzz4mdfpk0Ei3UVFUYA3,5,잘때 깨물면서 자니까 잠이솔솔옴 이갈이하는사람한테 좋을듯
212,Tlzz4mdfpk0Ei3UVFUYA3,5,존귀입니다 증말 귀엽습니다 강쥐는 없지만 그냥 귀여운 걸로 모든걸 다 했기 때문에 구매했어요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"고양이보다 사람이 더 좋아하는제품입니다, 넘 귀여워요 😍"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,강아지를 키우지는 않지만 관상용으로 구매했어요ㅋㅋ 삑삑거리는게 넘 중독스러워서 강아지도 없는데 계속 누르면서 놀았어요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,크기기 작아 아이한테 적당하고 삑삑소리로 너무 좋아합니다
212,Tlzz4mdfpk0Ei3UVFUYA3,5,귀여워요 사실 강아지는 안키우는데 제가 갖고싶어서 샀어요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,"울애기들 완전 좋아해요 넘 귀욥
생각보다 많이 작긴해여ㅋㅋ"
212,Tlzz4mdfpk0Ei3UVFUYA3,5,삑삑이 소리에 환장하는데 크기 까지 가지고 놀기 딱이에용!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,작고 보드라워서 뜯어주자마자 강아지가 바로 물고 감 ㅋㅋ
212,Tlzz4mdfpk0Ei3UVFUYA3,5,저희집 강아지는 7키로 푸들인데 개리보를 엄청 좋아합니다
212,Tlzz4mdfpk0Ei3UVFUYA3,5,삑삑 넘넘 귀여워요 깔별로 사주고싶어요 빨주노 칼라풀~!~!
212,Tlzz4mdfpk0Ei3UVFUYA3,5,좋아요 너무 귀엽고 색깔도 맘에들어요 사준 보람이 있네요
212,Tlzz4mdfpk0Ei3UVFUYA3,5,튼튼하고 부드럽고 삑삑 소리도 잘나고 잘 가지고 놀아요~~~
212,Tlzz4mdfpk0Ei3UVFUYA3,5,엄청 튼튼해보이네요. 아이에게 사이즈가 잘 맞길 바랍니다
212,Tlzz4mdfpk0Ei3UVFUYA3,5,너무 귀여워요ㅠㅠㅠ 금방 고장날줄알았는데 아직도 잘 쓰고있어요!! 다른색도 사주려고요!
212,TLCdu7lhVJb8CR7NkuXXK,5,"역시나 입소문 난제품은 이유가 다~ 있구만요 
아직 다른 본에비해서 울강아지한텐 인기가 없지만 잘먹어요 까드득가드득^^"
212,TLCdu7lhVJb8CR7NkuXXK,5,"울왕자 이갈이중이라 뜯고물고해서
구매했는데 잘물고 잘갖고놀아요ㅎ"
212,TLCdu7lhVJb8CR7NkuXXK,5,4개째 구매중입니다~~ 이번엔 선물용으로 샀네요 ㅎㅎ 강아지가 참 좋아해요~!!
212,TLCdu7lhVJb8CR7NkuXXK,5,아이가 보자마자 넘 좋아했어요
212,TLCdu7lhVJb8CR7NkuXXK,5,최고껌!! 너무 좋아하고 치석제거 효과좋음!
212,TLCdu7lhVJb8CR7NkuXXK,5,조만간 또 사야할것 같아요!! 강지 두마리가 너무 좋아해요!
212,TLCdu7lhVJb8CR7NkuXXK,5,우리집은 대형견이라 왠만한 개껌이나 장난감은 다 먹어버리거나 망가뜨리는데 이렇게 튼튼하고 오래가는 제품이 잇다니 좋습니다 감사합니다
212,TLCdu7lhVJb8CR7NkuXXK,5,좋은 제품 감사합니다. 대형견을 위한 완벽한 제품이라고 생각이 듭니다
212,TLCdu7lhVJb8CR7NkuXXK,5,강쥐가 한시간동안 이거 물고 혼자 놀아요!! 좀 비싸긴 한데 다른 장난감보다 훨씬 오랜시간 갖고놀아서 좋아요
212,TLCdu7lhVJb8CR7NkuXXK,5,크기가 생각보다 커서 반려견이 스스로 앞발로 잡고 물어뜯기 좋아요~
212,TLCdu7lhVJb8CR7NkuXXK,4,별로 안좋아하네요ㅜ.ㅜ
212,TLCdu7lhVJb8CR7NkuXXK,4,베이컨맛 위시본이 많이 낡아서 치킨으로 재구매 했습니다. 애기들이 잘 가지고 놀아요
212,TLCdu7lhVJb8CR7NkuXXK,5,장난감처럼 잘 갖고 노네요
212,TLCdu7lhVJb8CR7NkuXXK,5,몰딩을 자꾸 뜯어서 사줬는데 좋아해용
212,TLCdu7lhVJb8CR7NkuXXK,4,"베이컨맛 위시본이 낡아서 덴탈츄로 다시 구매해 봤습니다
애기들이 잘 가지고 놀아요"
212,TLCdu7lhVJb8CR7NkuXXK,5,좋은상품 저렴하게 잘 샀습니다.
212,TLCdu7lhVJb8CR7NkuXXK,5,좋아해요. 만족!!
212,TLCdu7lhVJb8CR7NkuXXK,5,울강아지가 심하게 좋아해요!^^
212,TLCdu7lhVJb8CR7NkuXXK,5,너무좋아요 너무좋아요 너무좋아요
212,TLCdu7lhVJb8CR7NkuXXK,5,"주말에 주문하니 월요일 바로 출고해주셔서 화요일에 받았어요!!
강아지들이 좋아하는 장난감이라고 유명해서 주문했는데 저희 강아지도 좋아하네요. 강아지가 들고 놓질 않아요.
라텍스 장난감보다 강아지가 오래 가지고 놀기 좋고 이갈이에 좋을 것 같아요^^"
212,TLCdu7lhVJb8CR7NkuXXK,5,유명한 장난감이라 사봤는데 우리강아지가 잘 가지고 놀았으면 좋겠네요 배송도 빠르고 장난감 내구성도 좋은거 같네요~~
212,TmqQVpY3T2J3uja7urjx4,4,"리뷰보고 주문했는데
강아지가 관심 없어하네요
강아지들이 다좋아하는건 아닌가봐요
제품이 귀엽기는해요"
212,TmqQVpY3T2J3uja7urjx4,5,"사이즈가 크면 어쩌나 했는데
가벼워서 잘 가지고 놀 것 같아요. 
받자마자 세탁했는데 다 마르면 
같이 오리사냥 놀이 해줘야겠어요"
212,TmqQVpY3T2J3uja7urjx4,5,코듀로이 소재 인형 정말좋네요^^ 촉감이 좋아요. 토끼만 샀는데 다른것도 더사야겠어요. 강아지가 너무 좋아하네요. 사은품도 감사합니다^^
212,TmqQVpY3T2J3uja7urjx4,5,얘기들이 너무 좋아하네요!~사은품도 많이 주시고 감사합니다.
212,TmqQVpY3T2J3uja7urjx4,5,잘받았습니다 장난감 물어뜯는게 취미신 🐕 선물이에요ㅋ
212,TmqQVpY3T2J3uja7urjx4,4,빠른배송 매우 만족합니다
212,TmqQVpY3T2J3uja7urjx4,5,잘 뜯어지긴하는데 그 맛에 더 뜯는 것 같더라구여 ㅋㅋㅋ 오히려 좋아
212,TmqQVpY3T2J3uja7urjx4,5,강아지가 맘에들어해요 소재가 특이합니다
212,TmqQVpY3T2J3uja7urjx4,5,"친구네 댕댕이들 줬는데 너무 잘 가지고 놀아요.
오리 내구성이 약한게 아니라 애들 이빨이 너무 튼튼해서 오리 한마리 모가지가 너덜 너덜해요. ㅋㅋㅋ"
212,TmqQVpY3T2J3uja7urjx4,3,좋아요 애들이 좋아해요
212,TmqQVpY3T2J3uja7urjx4,5,가격에 비해 재질도 좋고 튼튼해요!! 잘 가지고 놀 것 같아요
212,TmqQVpY3T2J3uja7urjx4,1,빨았더니 다터졌어여ㅠㅠ
212,TmqQVpY3T2J3uja7urjx4,5,굿입니다 아주좋아요요용
212,TmqQVpY3T2J3uja7urjx4,5,"친구네 댕댕이들 줬는데 너무 잘 가지고 놀아요.
오리 내구성이 약한게 아니라 애들 이빨이 너무 튼튼해서 오리 한마리 모가지가 너덜 너덜해요. ㅋㅋㅋ"
212,TmqQVpY3T2J3uja7urjx4,5,아이가 완전 좋아해요~
212,TmqQVpY3T2J3uja7urjx4,5,우리애가 좋아해요~
212,TmqQVpY3T2J3uja7urjx4,5,아직 사회화 안된 댕댕이라 걱정했는데.장난감 덕분애 금방 친해지고 베프 먹었러욬ㅋㅋ
212,TmqQVpY3T2J3uja7urjx4,5,너무 잘 가지고 놀아요~
212,TmqQVpY3T2J3uja7urjx4,5,서비스 너무 많이 주셔서 감사합니다^^
212,TmqQVpY3T2J3uja7urjx4,4,"몇개 구입하지도 않았는데..서비스도 주시고
감사합니다."
212,TmqQVpY3T2J3uja7urjx4,5,크기도 맘에들고 가격도 맘에 들어요~
212,TmqQVpY3T2J3uja7urjx4,5,"다른 곳 보다 가격 싸고 마음에 들어요! 대형견 두마리라 과연 이번엔 얼마나 버텨줄지 모르겠는데, 오리가 힘내주면 좋겠습니다. 배송 빠르고 좋았어요."
212,TmqQVpY3T2J3uja7urjx4,5,강아지가 너무 좋아해요! 서비스도 감사합니다!
212,TmqQVpY3T2J3uja7urjx4,5,"포장 좋고 빠른배송 좋고 서비스 너무 좋고 !
강아지들이 너무 좋아해요 감사합니다"
212,TmqQVpY3T2J3uja7urjx4,5,아주 좋아요~~~~
212,TmqQVpY3T2J3uja7urjx4,5,너무 좋아해요ㅜㅜ그런데 웰시코기 이빨ㅇㅣ 너무 강력해서 놀자마자 옆구리가 뜯어졌네요ㅠ아쉽지만 좋아하는 모습 보니 좋아요
212,TmqQVpY3T2J3uja7urjx4,3,강아지 주자마자 바로 사망 다뜯어버렸어용
212,TmqQVpY3T2J3uja7urjx4,5,애기가 너무 좋아해요 주자마자 미친듯이 가지고놀아요!
212,TmqQVpY3T2J3uja7urjx4,5,배송도 빠르고 좋아요
212,TmqQVpY3T2J3uja7urjx4,5,선물용인ㄷㅔ 만족했음 조ㅗ겠어여
212,TmqQVpY3T2J3uja7urjx4,5,"애견장난감이 이 가격에 이렇게 고급스러울 일인가요???
정말 감동했어요!
깔별로 사고 싶네요 ㅎㅎㅎ
판매자님 엄펑 친절하시고 완전 총알 배송..최고입니다!"
212,TmqQVpY3T2J3uja7urjx4,5,서비스까지 주시고 감사합니다   완전 맘에 들어요 욹강아지가 잘가지고 놀듯합니다~^^
212,TmqQVpY3T2J3uja7urjx4,5,목부분에 삑삑이가 있어서 도너츠 모양보다 소리가 잘나요ㅎㅎ 색상이랑 천도 고급져보여서 좋아요
212,TmqQVpY3T2J3uja7urjx4,5,"제품 종류도 다양하고 좋네요
품절인 상품에 사고싶은게 있었는데 아쉬워요"
212,TmqQVpY3T2J3uja7urjx4,5,"저렴한 가격에 좋은 제품 제공해주셔서 너무 감사합니다. 
강아지가 너무 좋아해요.

그리고 서비스로 주신 장난감과 간식 최고에요."
212,TmqQVpY3T2J3uja7urjx4,5,"배송도 빨리 오고 
품목도 체크해서 보내주고 
인형들도 다 소리 나서 좋아요~
서비스도 감사드립니다 번창하세요!"
212,TmqQVpY3T2J3uja7urjx4,5,"울댕댕이 지금 난리났어요^^
서비스도 너무 감사합니다-♡"
212,TmqQVpY3T2J3uja7urjx4,5,택배박스 뜯고 상품을 개봉하니 아이가 미친듯이 가지고놀아요!~
212,TmqQVpY3T2J3uja7urjx4,5,"되게 튼튼하고 크기가 크네여!
말티즈인 저희 강아지 몸집만해서 깜짝 놀랐어요 ㅋㅋㅋ"
212,TmqQVpY3T2J3uja7urjx4,5,배송도 상품도 만족합니다.
212,TmqQVpY3T2J3uja7urjx4,5,서비스도 이쁘고 인형 전부 맘에들어요!
212,TmqQVpY3T2J3uja7urjx4,5,가격대비 아주 좋아보여요
212,TmqQVpY3T2J3uja7urjx4,5,푸들은 오리사냥견 ㅎㅎ
212,TsT75h9IV530drOI6Ch6A,5,서비스 주셔서 감사합니다
212,TsT75h9IV530drOI6Ch6A,5,"오자마자 완전 잘 가지고 놀아요. ㅎㅎ
색감도 이쁘고 다양하게 들어 있어서 좋아요."
212,TsT75h9IV530drOI6Ch6A,5,"튼튼하고 좋아요
잘갸지고 놀아요"
212,TsT75h9IV530drOI6Ch6A,4,빠른 배송 감사합니다
212,TsT75h9IV530drOI6Ch6A,5,강아지가 좋아해서 저도 굿
212,TsT75h9IV530drOI6Ch6A,4,"울집 아가가 잘 갖고 놀아요
종류가 넘 많아서 몇개만 꺼내놨어요^^"
212,TsT75h9IV530drOI6Ch6A,5,와우~~~리뷰안쓰는데 씁니다 문의답도 빨리주시고 구성도좋고 사은품오리까지 감사합니다 번창하세요
212,TsT75h9IV530drOI6Ch6A,4,가지고 놀아야하는데 실만보면 뜯는 습관이 ㅠㅠ
212,Tm5Qvqh34vA1zco7SR9AB,5,"와우~ 생각보다 사이즈가 크네요~
울 아가는 요키라 ㅎㅎ
사이즈 미스이기는 한데 좋아하네요~^^"
212,Tm5Qvqh34vA1zco7SR9AB,5,처음에는 익숙한 인형만 놀더니 살짝만 물어도 소리가 나고 통통 튀는재미에 빠져 너무 좋아해요 잘때도 옆에 놓고 자고 너무 귀찮아여 끊임없이 놀아달래요 신중하게 사세욬ㅋㅋ
212,Tm5Qvqh34vA1zco7SR9AB,5,빠른배송 감사합니다. 강아지가 좋아해요
212,Tm5Qvqh34vA1zco7SR9AB,5,공이 제일 마음에 들었나봐요. 도착하자마자 공부터 빼가네요ㅋ
212,Tm5Qvqh34vA1zco7SR9AB,5,골고루주문햇어요 망가지면 하나씩 꺼내주려고 샀는데 비닐소리만 나면 위기입니다 너무 좋아해요
212,Tm5Qvqh34vA1zco7SR9AB,4,강아지  장난감인데 우리 아깽이가 잘  갖고 놀아요.
212,Tm5Qvqh34vA1zco7SR9AB,5,당근 너무 좋아해요 바스락거리는 소리랑 삑삑이 소리랑 두군데서 나니 더 젛은듯해요
212,Tm5Qvqh34vA1zco7SR9AB,4,강아지가  아닌데  귀여워서  우리 아깽이  주려고 구입했어요
212,Tm5Qvqh34vA1zco7SR9AB,5,돼지인형 너무이뻐 우리딸이 본인이 가진다고 강쥐몰래 숨겻어요 그것찾느라 숨박꼭질해요
212,Tm5Qvqh34vA1zco7SR9AB,5,사이즈가 생각보다크네요~^^
212,Tm5Qvqh34vA1zco7SR9AB,5,항상 여기서만 구매합니다 가성비도 좋고 품질도 좋은거 같습니다 잘쓰고 필요하면 다음에 또 구매하겠습니다!
212,Tm5Qvqh34vA1zco7SR9AB,5,튼튼하고 좋아요 추천합니다
212,Tm5Qvqh34vA1zco7SR9AB,5,강아지가 좋아해요 추천합니다
212,Tm5Qvqh34vA1zco7SR9AB,5,강아지가 삑삑이를 너무 좋아해서 저렴한 가격의 삑삑이가 대용량으로 필요했는데 싸서 좋았어요 !!
