item_sno,target_no
strD7wwJOZJzwxLqa11S9,3
strD7wwJOZJzwxLqa11S9,4
strD7wwJOZJzwxLqa11S9,5
s5Z3OITaIlUMSZQB3h3iH,1
s5Z3OITaIlUMSZQB3h3iH,2
s5Z3OITaIlUMSZQB3h3iH,3
s5Z3OITaIlUMSZQB3h3iH,4
s5Z3OITaIlUMSZQB3h3iH,5
sG8BXrIJ1XRy3rcnUKazP,1
sG8BXrIJ1XRy3rcnUKazP,2
sG8BXrIJ1XRy3rcnUKazP,3
sG8BXrIJ1XRy3rcnUKazP,4
sG8BXrIJ1XRy3rcnUKazP,5
sx4qwnFFMiF08yjULBAUp,1
sx4qwnFFMiF08yjULBAUp,2
sx4qwnFFMiF08yjULBAUp,3
sx4qwnFFMiF08yjULBAUp,4
sx4qwnFFMiF08yjULBAUp,5
sRjU902GIjpWo5k3LvJhf,1
sRjU902GIjpWo5k3LvJhf,2
sRjU902GIjpWo5k3LvJhf,4
saGjjimUqFqqVzWEOXtDX,1
saGjjimUqFqqVzWEOXtDX,2
saGjjimUqFqqVzWEOXtDX,3
saGjjimUqFqqVzWEOXtDX,5
sIgh572bOHo4aRXyOe7eC,1
sIgh572bOHo4aRXyOe7eC,2
sIgh572bOHo4aRXyOe7eC,3
sIgh572bOHo4aRXyOe7eC,4
sIgh572bOHo4aRXyOe7eC,5
sn8xC9bLjpxZeuwnAPH8N,1
sn8xC9bLjpxZeuwnAPH8N,2
sn8xC9bLjpxZeuwnAPH8N,3
sn8xC9bLjpxZeuwnAPH8N,5
sbiPzisB2RuKGGxPMJmCj,1
sbiPzisB2RuKGGxPMJmCj,2
sbiPzisB2RuKGGxPMJmCj,3
sbiPzisB2RuKGGxPMJmCj,4
sbiPzisB2RuKGGxPMJmCj,5
stzmde198HeplNEeoTNWZ,1
stzmde198HeplNEeoTNWZ,2
stzmde198HeplNEeoTNWZ,3
stzmde198HeplNEeoTNWZ,4
stzmde198HeplNEeoTNWZ,5
s8yfHSUQgPhmUckjiisy0,1
s8yfHSUQgPhmUckjiisy0,2
s8yfHSUQgPhmUckjiisy0,3
s8yfHSUQgPhmUckjiisy0,4
s8yfHSUQgPhmUckjiisy0,5
sLEnSsR0X7ZGVSpRd24EQ,6
sLEnSsR0X7ZGVSpRd24EQ,1
sLEnSsR0X7ZGVSpRd24EQ,2
sLEnSsR0X7ZGVSpRd24EQ,3
sLEnSsR0X7ZGVSpRd24EQ,4
sLEnSsR0X7ZGVSpRd24EQ,5
snDsvVDidxMyjTRLPsV56,6
snDsvVDidxMyjTRLPsV56,1
snDsvVDidxMyjTRLPsV56,2
snDsvVDidxMyjTRLPsV56,3
snDsvVDidxMyjTRLPsV56,4
snDsvVDidxMyjTRLPsV56,5
sdRMgJFwfNEDdN9OgGizC,1
sdRMgJFwfNEDdN9OgGizC,2
sdRMgJFwfNEDdN9OgGizC,3
sdRMgJFwfNEDdN9OgGizC,5
s0UFTZO33Hbvo2sDaab0z,1
s0UFTZO33Hbvo2sDaab0z,2
s0UFTZO33Hbvo2sDaab0z,3
s0UFTZO33Hbvo2sDaab0z,4
s0UFTZO33Hbvo2sDaab0z,5
snpQyJWNvLjsU8vJEmfqK,1
snpQyJWNvLjsU8vJEmfqK,2
snpQyJWNvLjsU8vJEmfqK,5
sJraClss2YSj72tz1KZuO,1
sJraClss2YSj72tz1KZuO,2
sJraClss2YSj72tz1KZuO,3
sJraClss2YSj72tz1KZuO,4
sJraClss2YSj72tz1KZuO,5
s0hfieToEaO96HP99xqxc,6
s0hfieToEaO96HP99xqxc,1
s0hfieToEaO96HP99xqxc,2
s0hfieToEaO96HP99xqxc,3
s0hfieToEaO96HP99xqxc,4
s0hfieToEaO96HP99xqxc,5
syOPSQ0SMGpROvZ4ESrTa,1
syOPSQ0SMGpROvZ4ESrTa,2
syOPSQ0SMGpROvZ4ESrTa,3
syOPSQ0SMGpROvZ4ESrTa,4
sw9bT2XZh2FXAODEw1nO5,6
sw9bT2XZh2FXAODEw1nO5,1
sw9bT2XZh2FXAODEw1nO5,5
sToOpy4JKC5CmWDgEzxMD,6
sFW7k7ldP3VNKOj9Mj20q,6
s82L2KTh3CTrGoChwvXVp,1
s82L2KTh3CTrGoChwvXVp,2
s82L2KTh3CTrGoChwvXVp,3
s82L2KTh3CTrGoChwvXVp,4
s82L2KTh3CTrGoChwvXVp,5
sIIha26NRl3CUrUewvb7m,6
sIIha26NRl3CUrUewvb7m,1
sIIha26NRl3CUrUewvb7m,2
sIIha26NRl3CUrUewvb7m,3
sIIha26NRl3CUrUewvb7m,4
sIIha26NRl3CUrUewvb7m,5
sYRNms18K02laeMHsbqQF,1
sYRNms18K02laeMHsbqQF,2
sYRNms18K02laeMHsbqQF,3
sYRNms18K02laeMHsbqQF,5
sctMlNrd8X5YriviHgRGc,6
sctMlNrd8X5YriviHgRGc,1
sctMlNrd8X5YriviHgRGc,2
sctMlNrd8X5YriviHgRGc,3
sctMlNrd8X5YriviHgRGc,4
sctMlNrd8X5YriviHgRGc,5
s1Z1KE0kUqby04AS9O8MJ,1
s1Z1KE0kUqby04AS9O8MJ,2
s1Z1KE0kUqby04AS9O8MJ,3
s1Z1KE0kUqby04AS9O8MJ,4
s1Z1KE0kUqby04AS9O8MJ,5
sNO06YKtMwV5vaKG3xynp,6
sNO06YKtMwV5vaKG3xynp,1
sNO06YKtMwV5vaKG3xynp,2
sNO06YKtMwV5vaKG3xynp,3
sNO06YKtMwV5vaKG3xynp,4
sNO06YKtMwV5vaKG3xynp,5
sNSqieJQXq4KPASHjg35c,1
sNSqieJQXq4KPASHjg35c,2
sNSqieJQXq4KPASHjg35c,3
sNSqieJQXq4KPASHjg35c,4
sNSqieJQXq4KPASHjg35c,5
sRoJKuk0W67lSahB0Ohju,6
sRoJKuk0W67lSahB0Ohju,1
sRoJKuk0W67lSahB0Ohju,2
sRoJKuk0W67lSahB0Ohju,3
sRoJKuk0W67lSahB0Ohju,4
sRoJKuk0W67lSahB0Ohju,5
shee5zUgZQdyWzqBjj4Zk,1
shee5zUgZQdyWzqBjj4Zk,2
shee5zUgZQdyWzqBjj4Zk,3
shee5zUgZQdyWzqBjj4Zk,4
shee5zUgZQdyWzqBjj4Zk,5
sKCSZR5nIs4MKzmSRPs2a,1
sKCSZR5nIs4MKzmSRPs2a,2
sKCSZR5nIs4MKzmSRPs2a,3
sKCSZR5nIs4MKzmSRPs2a,4
sKCSZR5nIs4MKzmSRPs2a,5
smtAnRYSrT7cts4HcpClD,1
smtAnRYSrT7cts4HcpClD,2
smtAnRYSrT7cts4HcpClD,3
smtAnRYSrT7cts4HcpClD,4
smtAnRYSrT7cts4HcpClD,5
sQFu48IdzgStcsXwtE5ge,1
sQFu48IdzgStcsXwtE5ge,2
sQFu48IdzgStcsXwtE5ge,3
sQFu48IdzgStcsXwtE5ge,4
sQFu48IdzgStcsXwtE5ge,5
sQ1wOXsHsstjiTlfFY5uj,1
sQ1wOXsHsstjiTlfFY5uj,2
sQ1wOXsHsstjiTlfFY5uj,3
sQ1wOXsHsstjiTlfFY5uj,4
sQ1wOXsHsstjiTlfFY5uj,5
sMy3mCIyclc7RO1kl7s4H,6
sMy3mCIyclc7RO1kl7s4H,1
sMy3mCIyclc7RO1kl7s4H,2
sMy3mCIyclc7RO1kl7s4H,3
sMy3mCIyclc7RO1kl7s4H,4
sMy3mCIyclc7RO1kl7s4H,5
sv0YIxBHeDdbtFr1vpafK,1
sv0YIxBHeDdbtFr1vpafK,2
sv0YIxBHeDdbtFr1vpafK,3
sv0YIxBHeDdbtFr1vpafK,4
sv0YIxBHeDdbtFr1vpafK,5
swZRfaXkEdMda5ZF9rOSn,1
swZRfaXkEdMda5ZF9rOSn,2
swZRfaXkEdMda5ZF9rOSn,3
swZRfaXkEdMda5ZF9rOSn,5
s6eQcYeI2Eci2slkCHyVL,1
s6eQcYeI2Eci2slkCHyVL,2
s6eQcYeI2Eci2slkCHyVL,3
s6eQcYeI2Eci2slkCHyVL,4
s6eQcYeI2Eci2slkCHyVL,5
sAOqVAo9glSeKAB4MlI69,1
sAOqVAo9glSeKAB4MlI69,2
sAOqVAo9glSeKAB4MlI69,3
sAOqVAo9glSeKAB4MlI69,5
s1tXAKH5ut8Jd93Yc8bYj,6
swik7tda09pl13he3QTwp,1
swik7tda09pl13he3QTwp,2
swik7tda09pl13he3QTwp,3
swik7tda09pl13he3QTwp,5
sg9UdVf3lXyXAbt64w8sG,2
sg9UdVf3lXyXAbt64w8sG,3
sg9UdVf3lXyXAbt64w8sG,5
sMO4W6nXSxXLgqCeK5gLt,1
sMO4W6nXSxXLgqCeK5gLt,2
sMO4W6nXSxXLgqCeK5gLt,5
s5BIicsT6rpTobiqEPHLA,2
s5BIicsT6rpTobiqEPHLA,3
s5BIicsT6rpTobiqEPHLA,4
s5BIicsT6rpTobiqEPHLA,5
sKyyLh2Tq6te5hF8WoPY2,1
sKyyLh2Tq6te5hF8WoPY2,2
sKyyLh2Tq6te5hF8WoPY2,3
ssf4JGLeaeiYq119csHMS,1
ssf4JGLeaeiYq119csHMS,2
ssf4JGLeaeiYq119csHMS,5
swenoLCIzWiU2rHUJmV9S,1
swenoLCIzWiU2rHUJmV9S,2
swenoLCIzWiU2rHUJmV9S,3
swenoLCIzWiU2rHUJmV9S,5
sRcG5cred7ndovfTeBAoc,1
sRcG5cred7ndovfTeBAoc,2
sRcG5cred7ndovfTeBAoc,3
sRcG5cred7ndovfTeBAoc,4
sRcG5cred7ndovfTeBAoc,5
ssIsytfhrXeJHZhClGKXI,1
ssIsytfhrXeJHZhClGKXI,2
ssIsytfhrXeJHZhClGKXI,3
ssIsytfhrXeJHZhClGKXI,4
ssIsytfhrXeJHZhClGKXI,5
sLwlOEAUVnHgnWCsJhIpA,2
sLwlOEAUVnHgnWCsJhIpA,3
sLwlOEAUVnHgnWCsJhIpA,5
shiCx9m4GAzQ66GMb9upI,1
shiCx9m4GAzQ66GMb9upI,2
shiCx9m4GAzQ66GMb9upI,3
shiCx9m4GAzQ66GMb9upI,4
shiCx9m4GAzQ66GMb9upI,5
sjjE14xxe6hAno26Yc19r,1
sjjE14xxe6hAno26Yc19r,2
sjjE14xxe6hAno26Yc19r,3
sjjE14xxe6hAno26Yc19r,4
sjjE14xxe6hAno26Yc19r,5
skC4HNW7HXDAzo2jlCRzb,6
skC4HNW7HXDAzo2jlCRzb,1
skC4HNW7HXDAzo2jlCRzb,2
skC4HNW7HXDAzo2jlCRzb,3
skC4HNW7HXDAzo2jlCRzb,4
skC4HNW7HXDAzo2jlCRzb,5
sZNXQyYIK364krBdLcbTt,6
sXfgweaVF6nm8Nsrv6knk,1
sXfgweaVF6nm8Nsrv6knk,2
sXfgweaVF6nm8Nsrv6knk,3
sXfgweaVF6nm8Nsrv6knk,5
sUOY43YprZ88ECaAOOqgQ,6
sUOY43YprZ88ECaAOOqgQ,2
sUOY43YprZ88ECaAOOqgQ,5
s4mcEktabI307W6EBcBVx,1
s4mcEktabI307W6EBcBVx,2
s4mcEktabI307W6EBcBVx,3
s4mcEktabI307W6EBcBVx,4
s4mcEktabI307W6EBcBVx,5
sWM4Xy565ErFV30O0zNKu,1
sWM4Xy565ErFV30O0zNKu,2
sWM4Xy565ErFV30O0zNKu,3
sWM4Xy565ErFV30O0zNKu,5
szHlByUOODzISamFM7RT1,2
szHlByUOODzISamFM7RT1,3
szHlByUOODzISamFM7RT1,5
sLGveiLXfuevxH90NzsRp,1
sLGveiLXfuevxH90NzsRp,2
sLGveiLXfuevxH90NzsRp,3
sLGveiLXfuevxH90NzsRp,4
sLGveiLXfuevxH90NzsRp,5
srDuEmyNoi14ppYdwH11Q,1
srDuEmyNoi14ppYdwH11Q,2
srDuEmyNoi14ppYdwH11Q,3
srDuEmyNoi14ppYdwH11Q,4
srDuEmyNoi14ppYdwH11Q,5
sG4xho7dpTuvUs1PtfQNQ,1
sG4xho7dpTuvUs1PtfQNQ,2
sG4xho7dpTuvUs1PtfQNQ,3
sG4xho7dpTuvUs1PtfQNQ,4
sG4xho7dpTuvUs1PtfQNQ,5
sN6wFgdBrWtwNwEM7aml8,1
sN6wFgdBrWtwNwEM7aml8,2
sN6wFgdBrWtwNwEM7aml8,3
sN6wFgdBrWtwNwEM7aml8,4
sN6wFgdBrWtwNwEM7aml8,5
si0bxirANxAFNscnGsfi8,2
sIrd13jH2FocCi5qoGdsI,1
sIrd13jH2FocCi5qoGdsI,2
sIrd13jH2FocCi5qoGdsI,3
sIrd13jH2FocCi5qoGdsI,4
sRqA1eWbbZThg9EBhz5w6,1
sRqA1eWbbZThg9EBhz5w6,2
sRqA1eWbbZThg9EBhz5w6,3
sGkTXvJtJBK8UBm9FpGEa,1
sGkTXvJtJBK8UBm9FpGEa,2
sGkTXvJtJBK8UBm9FpGEa,3
sGkTXvJtJBK8UBm9FpGEa,5
sw9kKywumdda5nCd53CB8,1
sw9kKywumdda5nCd53CB8,2
sw9kKywumdda5nCd53CB8,3
sw9kKywumdda5nCd53CB8,4
sw9kKywumdda5nCd53CB8,5
svKSgQutoh3Sfa5JqlQHe,1
svKSgQutoh3Sfa5JqlQHe,2
svKSgQutoh3Sfa5JqlQHe,3
svKSgQutoh3Sfa5JqlQHe,4
svKSgQutoh3Sfa5JqlQHe,5
sntbafFh3tzm5kg0dz1HT,6
sntbafFh3tzm5kg0dz1HT,1
sntbafFh3tzm5kg0dz1HT,2
sntbafFh3tzm5kg0dz1HT,3
sntbafFh3tzm5kg0dz1HT,4
sntbafFh3tzm5kg0dz1HT,5
sDWzfVoA35FxGIEUPJQqJ,1
sDWzfVoA35FxGIEUPJQqJ,2
sDWzfVoA35FxGIEUPJQqJ,3
sDWzfVoA35FxGIEUPJQqJ,5
sLTfOx7QqieBlyQF2mlLf,1
sLTfOx7QqieBlyQF2mlLf,2
sLTfOx7QqieBlyQF2mlLf,3
sLTfOx7QqieBlyQF2mlLf,4
sLTfOx7QqieBlyQF2mlLf,5
sbiYWglcyZYxuCWEyrd5E,6
sbiYWglcyZYxuCWEyrd5E,1
sbiYWglcyZYxuCWEyrd5E,2
sbiYWglcyZYxuCWEyrd5E,3
sbiYWglcyZYxuCWEyrd5E,4
sbiYWglcyZYxuCWEyrd5E,5
sYJ6kC1e5bUuf6rPQ6ASI,2
sYJ6kC1e5bUuf6rPQ6ASI,4
sYJ6kC1e5bUuf6rPQ6ASI,5
s4IQIRarQ0w6SOOpwP4HW,1
s4IQIRarQ0w6SOOpwP4HW,2
s4IQIRarQ0w6SOOpwP4HW,3
s4IQIRarQ0w6SOOpwP4HW,4
s4IQIRarQ0w6SOOpwP4HW,5
sKTuUuwidwOT0KXHvMdcN,1
sKTuUuwidwOT0KXHvMdcN,2
sKTuUuwidwOT0KXHvMdcN,3
sKTuUuwidwOT0KXHvMdcN,5
sKKlxDJSj8IOB2uMMCNH3,1
sKKlxDJSj8IOB2uMMCNH3,2
sKKlxDJSj8IOB2uMMCNH3,3
sKKlxDJSj8IOB2uMMCNH3,4
sbTSV3PvLGXgBDxbNMnQJ,1
sbTSV3PvLGXgBDxbNMnQJ,2
sbTSV3PvLGXgBDxbNMnQJ,3
sbTSV3PvLGXgBDxbNMnQJ,4
sWZsCozMSY5NwVhOXl0H5,1
sWZsCozMSY5NwVhOXl0H5,2
sWZsCozMSY5NwVhOXl0H5,3
sWZsCozMSY5NwVhOXl0H5,4
sWZsCozMSY5NwVhOXl0H5,5
sdcCwRFNn5PzTjyoujLg4,1
sdcCwRFNn5PzTjyoujLg4,2
sdcCwRFNn5PzTjyoujLg4,3
sdcCwRFNn5PzTjyoujLg4,5
scCJdtocn28XS6C8in7h0,1
scCJdtocn28XS6C8in7h0,2
scCJdtocn28XS6C8in7h0,3
scCJdtocn28XS6C8in7h0,4
scCJdtocn28XS6C8in7h0,5
st3e9lsZfZJNhVLdLi1UJ,1
st3e9lsZfZJNhVLdLi1UJ,2
st3e9lsZfZJNhVLdLi1UJ,3
st3e9lsZfZJNhVLdLi1UJ,4
st3e9lsZfZJNhVLdLi1UJ,5
sRSyY91blEL3rkDZWi1aE,1
sRSyY91blEL3rkDZWi1aE,2
sRSyY91blEL3rkDZWi1aE,3
sRSyY91blEL3rkDZWi1aE,4
sRSyY91blEL3rkDZWi1aE,5
sqxc9PdIf7Ide3axYaVLM,1
sqxc9PdIf7Ide3axYaVLM,2
sqxc9PdIf7Ide3axYaVLM,3
sqxc9PdIf7Ide3axYaVLM,4
sqxc9PdIf7Ide3axYaVLM,5
sLKzewt65NzAAkArqGN3T,6
sLKzewt65NzAAkArqGN3T,1
sLKzewt65NzAAkArqGN3T,2
sLKzewt65NzAAkArqGN3T,3
sLKzewt65NzAAkArqGN3T,4
sLKzewt65NzAAkArqGN3T,5
su8W13hN6WrzTTKO6dhBm,6
su8W13hN6WrzTTKO6dhBm,1
su8W13hN6WrzTTKO6dhBm,2
su8W13hN6WrzTTKO6dhBm,3
su8W13hN6WrzTTKO6dhBm,4
su8W13hN6WrzTTKO6dhBm,5
sUxvH6BbZS2AzUzAdlTzh,1
sUxvH6BbZS2AzUzAdlTzh,2
sUxvH6BbZS2AzUzAdlTzh,3
sUxvH6BbZS2AzUzAdlTzh,5
svqPDtpzb0DHrNQZoVXCP,6
svqPDtpzb0DHrNQZoVXCP,1
svqPDtpzb0DHrNQZoVXCP,2
svqPDtpzb0DHrNQZoVXCP,3
svqPDtpzb0DHrNQZoVXCP,4
svqPDtpzb0DHrNQZoVXCP,5
sGKswC7rDo1LFETEjb5CV,1
sGKswC7rDo1LFETEjb5CV,2
sGKswC7rDo1LFETEjb5CV,3
sGKswC7rDo1LFETEjb5CV,4
sGKswC7rDo1LFETEjb5CV,5
sK6z07ugLg7oCsTbRcHdJ,6
sK6z07ugLg7oCsTbRcHdJ,1
sK6z07ugLg7oCsTbRcHdJ,2
sK6z07ugLg7oCsTbRcHdJ,3
sK6z07ugLg7oCsTbRcHdJ,4
sK6z07ugLg7oCsTbRcHdJ,5
szVExFqBRaDIYFVvGtAqu,6
sTRThgErjsyAjsOR1MJRs,1
sTRThgErjsyAjsOR1MJRs,2
sTRThgErjsyAjsOR1MJRs,3
sTRThgErjsyAjsOR1MJRs,4
sTRThgErjsyAjsOR1MJRs,5
sbHJtZtMt9n0xtHJmuP09,6
s3pSADYWZ19sWafvaPZE3,6
s3pSADYWZ19sWafvaPZE3,1
s3pSADYWZ19sWafvaPZE3,2
s3pSADYWZ19sWafvaPZE3,3
s3pSADYWZ19sWafvaPZE3,4
s3pSADYWZ19sWafvaPZE3,5
sjQjIDrIvSSvIml6KJat0,6
sKh3aa7CGQrU9w6Bv6DkE,1
sKh3aa7CGQrU9w6Bv6DkE,2
sKh3aa7CGQrU9w6Bv6DkE,3
sKh3aa7CGQrU9w6Bv6DkE,4
sKh3aa7CGQrU9w6Bv6DkE,5
snIlTmxBcSJI9q8DaHQCt,1
snIlTmxBcSJI9q8DaHQCt,2
snIlTmxBcSJI9q8DaHQCt,3
snIlTmxBcSJI9q8DaHQCt,4
snIlTmxBcSJI9q8DaHQCt,5
suz9Dcca9prETB4Oa0mOg,1
suz9Dcca9prETB4Oa0mOg,2
suz9Dcca9prETB4Oa0mOg,3
suz9Dcca9prETB4Oa0mOg,4
suz9Dcca9prETB4Oa0mOg,5
sAJPlsCZZKMYmAOOkZu2I,1
sAJPlsCZZKMYmAOOkZu2I,2
sAJPlsCZZKMYmAOOkZu2I,3
sAJPlsCZZKMYmAOOkZu2I,4
sAJPlsCZZKMYmAOOkZu2I,5
scWrL1FDACLKKgOi7x7aa,1
scWrL1FDACLKKgOi7x7aa,2
scWrL1FDACLKKgOi7x7aa,3
scWrL1FDACLKKgOi7x7aa,4
scWrL1FDACLKKgOi7x7aa,5
sruUqxB7e7xPLFAt8awIn,1
sruUqxB7e7xPLFAt8awIn,2
sruUqxB7e7xPLFAt8awIn,3
sruUqxB7e7xPLFAt8awIn,5
sRw6gcfaxbigJEixxTrcY,6
syig3zLPQuVaeD1BR2Wgc,1
syig3zLPQuVaeD1BR2Wgc,2
syig3zLPQuVaeD1BR2Wgc,3
syig3zLPQuVaeD1BR2Wgc,4
syig3zLPQuVaeD1BR2Wgc,5
sOt92An2nGKXDJPNElkPF,1
sOt92An2nGKXDJPNElkPF,2
sOt92An2nGKXDJPNElkPF,3
sOt92An2nGKXDJPNElkPF,4
sOt92An2nGKXDJPNElkPF,5
s35eUQCb12eg3NqdgxEdc,1
s35eUQCb12eg3NqdgxEdc,2
s35eUQCb12eg3NqdgxEdc,3
s35eUQCb12eg3NqdgxEdc,5
sm6eW733zU21bx5vbw58S,1
sm6eW733zU21bx5vbw58S,2
sm6eW733zU21bx5vbw58S,3
sm6eW733zU21bx5vbw58S,5
sWLmQzbMNiEzFVMfyv16p,1
sWLmQzbMNiEzFVMfyv16p,2
sWLmQzbMNiEzFVMfyv16p,3
sWLmQzbMNiEzFVMfyv16p,4
sWLmQzbMNiEzFVMfyv16p,5
stR8sTTJARRnVGLY4LUq3,1
stR8sTTJARRnVGLY4LUq3,2
stR8sTTJARRnVGLY4LUq3,3
stR8sTTJARRnVGLY4LUq3,4
stR8sTTJARRnVGLY4LUq3,5
sr1OSpZtLI9QA2lTKinnG,1
sr1OSpZtLI9QA2lTKinnG,2
sr1OSpZtLI9QA2lTKinnG,3
sr1OSpZtLI9QA2lTKinnG,4
sr1OSpZtLI9QA2lTKinnG,5
sUYGPOc5r4JdfcFQ17hRt,6
sUYGPOc5r4JdfcFQ17hRt,1
sUYGPOc5r4JdfcFQ17hRt,2
sUYGPOc5r4JdfcFQ17hRt,3
sUYGPOc5r4JdfcFQ17hRt,4
sUYGPOc5r4JdfcFQ17hRt,5
stO1PBQIr3uEf2cVENYhb,6
stO1PBQIr3uEf2cVENYhb,1
stO1PBQIr3uEf2cVENYhb,2
stO1PBQIr3uEf2cVENYhb,3
stO1PBQIr3uEf2cVENYhb,4
stO1PBQIr3uEf2cVENYhb,5
sNwgEr1SgO3ehGy0gm0pO,1
sNwgEr1SgO3ehGy0gm0pO,2
sNwgEr1SgO3ehGy0gm0pO,5
sLeU57gmSbUlokiBbXzvK,1
sLeU57gmSbUlokiBbXzvK,2
sLeU57gmSbUlokiBbXzvK,3
sLeU57gmSbUlokiBbXzvK,4
sLeU57gmSbUlokiBbXzvK,5
scumG1p9utrR5DTwjsj4Q,1
scumG1p9utrR5DTwjsj4Q,2
scumG1p9utrR5DTwjsj4Q,3
scumG1p9utrR5DTwjsj4Q,4
scumG1p9utrR5DTwjsj4Q,5
stbPw8UnYbZ7zXkku22LE,1
stbPw8UnYbZ7zXkku22LE,2
stbPw8UnYbZ7zXkku22LE,3
stbPw8UnYbZ7zXkku22LE,4
stbPw8UnYbZ7zXkku22LE,5
s5MCrI8hijvkJT5iZZ9Q2,1
s5MCrI8hijvkJT5iZZ9Q2,2
s5MCrI8hijvkJT5iZZ9Q2,5
s1kAJ58WEMrJnHcFFjiTO,1
s1kAJ58WEMrJnHcFFjiTO,2
s1kAJ58WEMrJnHcFFjiTO,3
s1kAJ58WEMrJnHcFFjiTO,5
snotXVnM232zqzgLWgyY4,1
s8P3jiir2ao3JbidiIEDK,1
s8P3jiir2ao3JbidiIEDK,2
s8P3jiir2ao3JbidiIEDK,3
s8P3jiir2ao3JbidiIEDK,4
s8P3jiir2ao3JbidiIEDK,5
sN9OOz6tSpIGhaY9jG9ZO,6
sN9OOz6tSpIGhaY9jG9ZO,1
sN9OOz6tSpIGhaY9jG9ZO,2
sN9OOz6tSpIGhaY9jG9ZO,3
sN9OOz6tSpIGhaY9jG9ZO,4
sN9OOz6tSpIGhaY9jG9ZO,5
soNv0qQxVg3h2gZGxvBh5,1
soNv0qQxVg3h2gZGxvBh5,2
soNv0qQxVg3h2gZGxvBh5,3
snsZVVwvZpX9aAzomF8fq,2
snsZVVwvZpX9aAzomF8fq,3
snsZVVwvZpX9aAzomF8fq,5
szmfFzTEKfnySX6enmoAA,1
szmfFzTEKfnySX6enmoAA,2
szmfFzTEKfnySX6enmoAA,3
szmfFzTEKfnySX6enmoAA,4
szmfFzTEKfnySX6enmoAA,5
sPcaYDcwdRcTIwdeVWeTo,1
sPcaYDcwdRcTIwdeVWeTo,2
sPcaYDcwdRcTIwdeVWeTo,3
sPcaYDcwdRcTIwdeVWeTo,4
sPcaYDcwdRcTIwdeVWeTo,5
sJeVLTUheQMt0OoawAWd6,1
sJeVLTUheQMt0OoawAWd6,2
sJeVLTUheQMt0OoawAWd6,3
sJeVLTUheQMt0OoawAWd6,4
sJeVLTUheQMt0OoawAWd6,5
sr2xMmixtb67vsphLbGTF,1
sr2xMmixtb67vsphLbGTF,2
sr2xMmixtb67vsphLbGTF,3
sr2xMmixtb67vsphLbGTF,4
sr2xMmixtb67vsphLbGTF,5
s0izcrN5jVXToPGuZ5OoV,6
s0izcrN5jVXToPGuZ5OoV,1
s0izcrN5jVXToPGuZ5OoV,2
s0izcrN5jVXToPGuZ5OoV,3
s0izcrN5jVXToPGuZ5OoV,4
s0izcrN5jVXToPGuZ5OoV,5
sCfYdOeneA1Or1UIPXs7m,6
sCfYdOeneA1Or1UIPXs7m,1
sCfYdOeneA1Or1UIPXs7m,2
sCfYdOeneA1Or1UIPXs7m,3
sCfYdOeneA1Or1UIPXs7m,4
sCfYdOeneA1Or1UIPXs7m,5
smj8n6YiymY7xNuRQLNqH,1
smj8n6YiymY7xNuRQLNqH,2
smj8n6YiymY7xNuRQLNqH,3
smj8n6YiymY7xNuRQLNqH,4
smj8n6YiymY7xNuRQLNqH,5
sasSLv4yswklgeX9yjQ0P,1
sasSLv4yswklgeX9yjQ0P,2
sasSLv4yswklgeX9yjQ0P,3
sasSLv4yswklgeX9yjQ0P,4
sasSLv4yswklgeX9yjQ0P,5
suhlv9qxesrLHRDTfEbbJ,1
suhlv9qxesrLHRDTfEbbJ,2
suhlv9qxesrLHRDTfEbbJ,3
suhlv9qxesrLHRDTfEbbJ,4
suhlv9qxesrLHRDTfEbbJ,5
s9i0H16J9NsoGbiM5TYQL,1
s9i0H16J9NsoGbiM5TYQL,2
s9i0H16J9NsoGbiM5TYQL,3
s9i0H16J9NsoGbiM5TYQL,5
s5Sckm1NsFG0UDzRMzKdS,1
s5Sckm1NsFG0UDzRMzKdS,2
s5Sckm1NsFG0UDzRMzKdS,3
s5Sckm1NsFG0UDzRMzKdS,4
s5Sckm1NsFG0UDzRMzKdS,5
sDKMth1ygFr5UE1wKnDk7,1
sDKMth1ygFr5UE1wKnDk7,2
sDKMth1ygFr5UE1wKnDk7,3
sDKMth1ygFr5UE1wKnDk7,4
sDKMth1ygFr5UE1wKnDk7,5
s7xXrksqeMQgfJidDzD8S,6
s7xXrksqeMQgfJidDzD8S,1
s7xXrksqeMQgfJidDzD8S,2
s7xXrksqeMQgfJidDzD8S,3
s7xXrksqeMQgfJidDzD8S,4
s9hbY1IUd9mGQhgxJ5lvA,1
s9hbY1IUd9mGQhgxJ5lvA,2
s1MRSIsFvBpfrhXS8zzqU,1
s1MRSIsFvBpfrhXS8zzqU,2
s1MRSIsFvBpfrhXS8zzqU,3
s1MRSIsFvBpfrhXS8zzqU,4
s1MRSIsFvBpfrhXS8zzqU,5
sB3eNkM2TxegY8sx2X4J4,1
sB3eNkM2TxegY8sx2X4J4,2
sB3eNkM2TxegY8sx2X4J4,3
sB3eNkM2TxegY8sx2X4J4,4
sB3eNkM2TxegY8sx2X4J4,5
scRTlJ0zVRcdIt8PCnaGl,1
scRTlJ0zVRcdIt8PCnaGl,2
scRTlJ0zVRcdIt8PCnaGl,3
scRTlJ0zVRcdIt8PCnaGl,4
scRTlJ0zVRcdIt8PCnaGl,5
svp8Drnr9WIGs2ZItM0Zn,1
svp8Drnr9WIGs2ZItM0Zn,2
