pet_sno,user_sno,target_no,name,birth,fat
plNYvPYJmZRjFtICSbOKG,ueKsb0LCWIB0iCDO7Ix7J,2,.,2020-01-01,1
peFHAvRKAYqno0jNU1gOc,ul7XwGd0Fsraxl6FuI3Xi,6,.,2020-01-01,2
p5z8APZRFmxM12QpBaP9m,ueBjudaiPXuIrSeCCogn8,6,.,2020-01-01,2
prmbOOExFz5KPvfZGf6tN,urjxwFYVQLOcbzwldo032,6,.,2020-01-01,5
pk0qh9eYiDCluimFAl918,uqLGnvZsS7vqFofXsfwU7,3,.,2020-01-01,2
pIrUEy4IfMONboOxGTYVi,ux651RP5Kgg0paILxhxkv,7,.,2020-01-01,2
pzWeWtxaPUFK5m3JS6eVJ,uGXifwEqU0H7ZEoZHVrwi,6,.,2020-01-01,2
pZMH2LHhV6GfvpmnvRdJT,uuzphETZZw46cdyqqeDKH,3,.,2020-01-01,1
p8Saj2syqoQ889xW3RUP2,uD1O9WOTjD2vZZaDrMi4K,3,.,2020-01-01,5
pIYGzcBoQOmSyuw54vP57,uxCuHVMWQkgxay7aBi6CA,7,.,2020-01-01,4
p42TIAWykxhEJo5k9S41I,uLgrabzOxdFtFHg4mz1sk,1,.,2020-01-01,5
pzLPnSXkJ6cwiRIcQLUNN,u1xgyCf7KBrmupfKBuhsM,1,.,2020-01-01,3
p2gmg86ireyxJLIN0thsU,udr9oFLTlL87KlIaEWH6T,2,.,2020-01-01,1
pEsWFSB09YSZesXSeS3Qf,uOhBsXkePitPMwGaeN8rC,3,.,2020-01-01,3
pwiFMda1hL6GPVjh07Tbn,ua18PkUcm68tGmIeHeZGy,7,.,2020-01-01,2
pbxP0xrur99OWZT54QLVk,uda2Orkce27c6GfZmRip9,7,.,2020-01-01,1
pP4BkdguN4cIh1rAxuDap,uKSnNwKyxkV9MWiMkbrOG,1,.,2020-01-01,1
pMZtWZSP2B9dvWh7hVhS0,uVas1zNGJu1NacBEi5hPR,6,.,2020-01-01,3
pYUxPACZFWbrKoEKQc2H9,uH6eTjUpeX9aSmJatgXyz,7,.,2020-01-01,4
pTYy5bCHuF9iU2RCUoUvN,u8HcdBrfTZSaQ3i14DBX6,5,.,2020-01-01,2
pdN0iumuRWuFo0NplG1QI,upAtUJQmRyEBLJWkrLgh4,2,.,2020-01-01,3
p9eQV1Hc2XfLCdqv9Xbm8,u7E374WefniWEWnOeSzer,5,.,2020-01-01,1
p6YUYyU2ZhUYGRONi3Kn3,uuLtx7PPJpiKOkLQ4hoAX,4,.,2020-01-01,3
pUZC5swKu1JIoI0MXNKZm,u0SSQ9bV784bdNnP1wpxP,6,.,2020-01-01,5
pd7HBtxAlnzuID8qCMvY2,uDBzJSXr3sjwtwWEjMNil,7,.,2020-01-01,4
pB8VJJFXzF31mJOJoGEDw,ur0UGLPCCyt5TOFPRPyiD,3,.,2020-01-01,5
py5XWkduPEDW9fpP50e3q,usCehiktXWeS6xZt5p0IV,3,.,2020-01-01,2
pSqiHlbwgWUX0ZkBwIHxZ,uqAiSeDPpbr5flJI4erOW,4,.,2020-01-01,1
pYQNjzNqnSPZSXxtjnKGs,uKpyeUDyagN2kTtYE0dnN,1,.,2020-01-01,3
pfqhEC5UmPKpEdd3DogiQ,uAfwOqN7DC3xH2KZKYgME,2,.,2020-01-01,3
pNaCLyTymunSeLZ6u0oH2,uBnMYwOW6C8xIeZbJZVhP,7,.,2020-01-01,5
pPGkEZP31GcM8WQt3pd9G,uylywmgRGG0WMzYJnsnLf,5,.,2020-01-01,5
pAIhd1lIWzAg33MN4xdoL,uv6c7kzlEh0aCw08HmcxI,6,.,2020-01-01,2
pLvLd4bBY4KPgFZ5WThJF,ufYMBKI3VMAMI1MtzxGHZ,6,.,2020-01-01,2
pGUVIoN0h21DfrjWdgIeN,uIIekBc7FvLm4KAW4LIrB,7,.,2020-01-01,5
p4AnRK6eGzuzm3vRD33VZ,uIpriYybXp0s41rSK8BMV,4,.,2020-01-01,3
pRcL4mNum8eU15OeIAdPJ,uNsUzXwZxxRWymepAQo8D,4,.,2020-01-01,2
pnn4GAJAaUuN99FWm9WWw,urCVF86SfxMy96W4dhdaf,7,.,2020-01-01,1
pc7jMLFArFyPuHUpG9TYG,urEVz0YKGLpLctKfScoCR,4,.,2020-01-01,1
pDVTSnCJTJbdhfgLkqjiM,ufzXFMhH47QVlb1jtnDGx,7,.,2020-01-01,4
pRWAIWAg9KG5LmbvMeRR1,uVGZ88Ym0B8q80uUogd8s,7,.,2020-01-01,2
p34U599PKSzDqnCUtIP9k,uMozmJF52kuVvymhU2rub,3,.,2020-01-01,5
pB68NRg9qoKrw0Pl7FU48,ubq5yI5ZnrEWPNGPVpUHd,4,.,2020-01-01,1
piKkTBWXIYkaGYLILEXHZ,ukI2e14fVxyGUfsrtaV7h,4,.,2020-01-01,5
p81b7252tHpZ46clGconc,u4trRMqaqRq4Z4HC21tt9,5,.,2020-01-01,4
pDKgTmz0qJtJj8KK4HNQ8,uuUsIbV1g51ROVBaBofLv,2,.,2020-01-01,2
pHegkXhwpvxZuQ8uTnh9P,uzyGhhf2qMxfuTj9if6Oc,6,.,2020-01-01,3
p7mRS3kk42k9ORT3ZZda9,uEDpqHiIAyUtpHAXhSTbz,3,.,2020-01-01,5
pRdUUcUDeF4V8nus5CpfI,uXRDoHPFGboNPXTrF7oOO,1,.,2020-01-01,2
pWnPD1yLXmygzJ6GfHe4F,u8Xs6Kex7ALxLfvBHclgq,4,.,2020-01-01,2
pSakVlQXBDsacZicNq3Vm,uE7WdxVwvnn5p1obTLuJa,3,.,2020-01-01,4
pRWuE19N5KlxFbUvcfH4P,uzRqUnk27Rxfo9ByfAJ5z,7,.,2020-01-01,2
pVxHBjcZVFnkiFfeeiRHd,uzOw7h0MYZuEFH3N9hPys,2,.,2020-01-01,4
p0XBwJ0zkSlxEG2kb42mv,udzKticfquOa6sfLtpmNF,7,.,2020-01-01,3
phmphhpCRHt2ytBxViaN5,udjZr43Ujji9KNnqMwGYg,2,.,2020-01-01,2
pCXCZBxb6I8rAmS8UQr9g,uCByzEKDcOy6XfbKOFCBN,5,.,2020-01-01,1
pNua08jiyUUQEcCaezGY0,uAur8Pfqidbg3W3uS4Ihd,2,.,2020-01-01,4
pdTIgArG6mfFR5Y0ugpv7,unE5TwG6hIB326jo0KzGT,4,.,2020-01-01,4
pjYxuIK2HPxBkLFFwD1Y6,ufhsTEiR7D7xzE0eysCHH,7,.,2020-01-01,5
p1j5ZXpdFxTaWpZbSmR04,uzNk42VfWYjDK2lQ63Of5,5,.,2020-01-01,1
pFSzn9mlrmac0a3URRaQq,uBTAKTOMJinNEHxobbBdM,1,.,2020-01-01,3
pdZkaShM8jPe0N6IuJBfi,uiH6Si0JbVkCeWVN1uH2s,7,.,2020-01-01,5
pi520xhriPb57U6uRIFMx,u1wyy0FNNvYC35W0vF0my,3,.,2020-01-01,3
pSZkNYel9NyYJRh8P7LNO,ukMiYhyo41pLQF1kdwSFh,5,.,2020-01-01,2
p0tb3y8t0VU2Nck4gxcUC,uLGui18cQ0014ko9vjnrm,2,.,2020-01-01,2
pUjmWfsDqWWYaXwFDEEoF,unKfRjmAP8X6T5tHmFpmT,5,.,2020-01-01,4
pCyZRg1nbBXVjXjk7DoTy,uZ5VcPRlAKRhWpKj9ZAHt,4,.,2020-01-01,1
pOj7pxNDuPFf56x089MsB,uGeeHyD8vSRvBU4mNmOGP,5,.,2020-01-01,3
p1rZOK4MRXCnrTrbtID22,u3zBMAXikc55brX71Rn62,6,.,2020-01-01,2
pTR0Q8aeKDWADun7Sfx0q,u5RtCo9aeFfk4WhklFdPI,7,.,2020-01-01,2
p6SQ6n0t1udywKEq8n9p2,u33qVZdYTMQf6nEditdOc,7,.,2020-01-01,2
prhzUFWl7bYv49TO2G2Yw,uVmjX64jcKSUQYX5LcyVn,3,.,2020-01-01,1
p13omxwzXI4sKVvS85rt2,umHIPHSKo1yfizBT085Fj,4,.,2020-01-01,4
pD7i2MUcKqhdHGbjdbr5L,uNMccjavc2MrefSJc4fWL,1,.,2020-01-01,5
pBpTvtSzQZg7db2qXPvx8,uwx7LFZxVpYptUabbjpO1,4,.,2020-01-01,5
pbdZMO8j4pRMlpkCkTYYv,uOtE1yhZWitldRrX7x7dx,7,.,2020-01-01,1
petRMcKmxb89jrOhpkYQu,udmPJcWjnQhsuWI0xaZig,3,.,2020-01-01,2
pIpnKLNHWbb07pkdCDBqq,uVISdBzT3RboJvwTyzX6s,1,.,2020-01-01,4
pIKQDdZEF9ZsoI32FghOI,uaH5wRXfLTsgiikXIxcLk,3,.,2020-01-01,1
pqt640cf7ayWRP62TugUY,uEpNm3Qx8KPorhav5t53X,2,.,2020-01-01,5
pGmlPZSsj9qsYiTG8AfdY,uwrZsl8afUiMwnNjkCyeo,7,.,2020-01-01,2
pneDc0nSy3ihNBoYJLaHX,unYcGCIHD5KQcTJw19j7x,5,.,2020-01-01,2
pLHAIj4Jh44ufY9h3GxBE,utmhrnaPwZqvrob3Hl3W3,6,.,2020-01-01,5
pD6MOc4jPhBEIpHo74YQr,uLNX3HC0RszNUsQdhOLxe,2,.,2020-01-01,5
pcstTqfSdmN8rEdKRaFIR,upO1UyW8FrgZfYuyDhm1M,5,.,2020-01-01,1
pds3QtmcwVnAPRcTL34L0,u1sxT5cy94obHPjLoin2C,7,.,2020-01-01,1
plNCqQfBgU0WwfNg5zybR,uwCktdasSJBUCDrUJJotK,5,.,2020-01-01,4
pjifS9ErkuMr7iHidXBlm,u9paMDHQHAx2afm4M9i31,6,.,2020-01-01,5
px97Am3uemhSBTDg7FDb1,uq3GGr3OhZn3LDmvACyuU,7,.,2020-01-01,3
p0zfFoRRr4yBEYnUoYRWE,ucXEjYBpfkEcD13MotNYz,5,.,2020-01-01,2
plHP1tJkESpxyFuz2EKMY,uLut5X4TKV5kqgpLdcWLc,5,.,2020-01-01,5
pFJWqZiAG4L3iHiqwkCiB,uzrTGKZeIJrl8fWEBwXFa,5,.,2020-01-01,4
pRWsjN1eJ06s90NR9kJXK,u11758dFY6MqNxwEg8IL4,3,.,2020-01-01,2
py1I2ErjYvSk5qietXQwn,uCeRAp4t4XKjooUMK3PBv,2,.,2020-01-01,4
pw9rOi6uwBgjQIlu1YmK6,uEwkkFVzWEF4OpgNAuT8m,1,.,2020-01-01,3
pjFiaAUr4GvYbjUna22Vf,u2d9DBmJqu63T6KTlN2DO,3,.,2020-01-01,2
pi3hZllCBQxzWfERi6t9o,ut7z3czY0zWfRDRRvbJrC,7,.,2020-01-01,2
pRYB26dqeoYQM02D34OlQ,uCR0jgTLg5vZivmFxrQfE,1,.,2020-01-01,4
ppcTBFvxsvQKdvX63W4H6,uI4nW0EaZRhXybj8HLIl2,6,.,2020-01-01,4
pRHweJiz8M3nUHWdlFh90,uNMO1jEXmI3ZsWeDjVmYk,4,.,2020-01-01,5
pYggRltVgSiZbYxzlxqU2,uZr1OELuRp5bEXVh9sJJR,6,.,2020-01-01,1
pjkIA95UloR0V9T7GZG4T,uTyuzrFYulQ0CGB6usR8A,1,.,2020-01-01,5
paA2FT6Ab9QhLznSVdf53,u28hJX1anxigLFBG5wkuN,6,.,2020-01-01,3
plGCVJElz1NLiboWVBYAQ,uxx9O52S32M5rmOXqkG2j,5,.,2020-01-01,4
pX2GfyZh4FfKbWLqqUId0,uUie7GRM9JmNO0AwnNqqK,6,.,2020-01-01,1
pi5sFFmAG2dQ9XTg7I5TA,u773NCWt5zi2kH7gzSxVl,7,.,2020-01-01,2
pkLRxkfyr0s7znzmsmTgK,uGLzyeUnUv7KsS4Jo6Zbm,5,.,2020-01-01,3
pE9AunRyCrN8hY5VD8CL1,u8Mdmfp8nLNJtSrccokMb,4,.,2020-01-01,2
p5rExUraNikPbaqeytkG4,upfv4cEQmpaWKsNDjJfr9,1,.,2020-01-01,1
pAWVWYzSLgDMoMkVdZAAg,uuMfmZydh08VtGNoob8cW,6,.,2020-01-01,1
pntOqR8HyO7MudickBOXw,uiVyprJZytm8uCiP777VN,5,.,2020-01-01,1
pysiguXzOPBQuKlWe31vQ,uqkxWBYWx92UQb2Lsv4tl,1,.,2020-01-01,5
pggYWnNfPoUnV5HJYW2hh,ud0Zi5VA9Mysxt0KFg8WP,2,.,2020-01-01,5
pbPcYiHVlPNKaW9UXX8FU,uspN5FsyP5LlyjMX7F46u,5,.,2020-01-01,1
p8p6gWibJr1R5yBgwOkUE,uyVxRSFh49KQF5nPIJCqq,2,.,2020-01-01,4
ptkAdywVV1ep0e8XD85Q5,uhjJlAjMlhpGQZ6yoNyrE,5,.,2020-01-01,4
pwVCSEBYIl0xYLjj280Lj,uvjiFwJ77vxLgYxZ6RGBL,4,.,2020-01-01,1
p5SRG2PuaMhgf75FUPqIF,uFtE2RDu1BEge7bIT4mxc,6,.,2020-01-01,5
pVEKHONKKSWFQKkq4NL40,uCGZCCVp7o34RDhKTzImr,1,.,2020-01-01,1
pwUfQhfYb1OVBJjF2sb3t,udA403M9pQGv0H3HO78jn,7,.,2020-01-01,1
pZV2mhju7oU7mQ37Ggsqd,uR4bo26M1pWx1GEKtwRSG,3,.,2020-01-01,4
pURihbutp2J74XcGR6NnU,uXooICFEdkKaCqgWwmGDz,4,.,2020-01-01,4
p2z3JeQzpB5iYKzT9nVr4,uP0ypVZ6exduDN2snEHrI,2,.,2020-01-01,5
pT8IJm1s8VusoMT1LtpYG,uiEq0gDPK3IEc96g8B2XM,5,.,2020-01-01,3
puBhRz9Scya6K1UueeyS6,u24uahd0aPvJi9pyT1xGq,4,.,2020-01-01,5
pRKx1iOreskeLumnu7Rom,uVWQqjMHFvCssY4XxZqNC,1,.,2020-01-01,1
pSvfsfAXXMAZZLugk9NUI,uMvOZQsBQdLqKLFmfE13S,3,.,2020-01-01,4
pbHLzlcYks19uqEoxzPod,uNqmO2PznHWHwTNWXlIsA,4,.,2020-01-01,4
pIRmM39VzljlOhudV1fdt,uX9CNeJ3N5SHK1f7BO5nT,3,.,2020-01-01,1
pfOvL3LCaFDsOTs4Gogrx,uaXhuvG1fdxgB6aZ67fMx,6,.,2020-01-01,3
p5AGYy00FYOlYo1r1JP7V,u632uO0nQhdNMCivibdQe,1,.,2020-01-01,2
puS4uNoKzkxX6dM82QWeu,uAkjPWRBIYA2c6d1we5Pl,4,.,2020-01-01,1
pDasD4c8DqDEHygVG6NZi,uc63yvV1RlARWb7JL2aFK,5,.,2020-01-01,5
pfAXscnH1JdNwKtUwXAxl,uYWC7bgTa1jcNYrH6NqFs,2,.,2020-01-01,2
pqNcHq6x3YyrL6SKfiejx,uqEOy3sSwiObkg0lC0MRg,5,.,2020-01-01,1
p2lnwa0IKtA01ytjH94Tf,ukaZO2klGnztDhZ4L6qF4,3,.,2020-01-01,2
pVzEJHGBdBiTvubiD1bCm,uJ5XyitDM3UVh8adnvTol,5,.,2020-01-01,1
pyPSL9NzvqaDbE1wKGfX2,unv4ivEm1OhSsBO1Lruti,1,.,2020-01-01,5
p6NnGlKkUWJOBWH8J0UTH,uiWXykT8rOEZZryFyuCeO,7,.,2020-01-01,1
ptiExOJcbYZwPgD6Ggzxx,uiyG8d6O00nrFpSSVHIdm,1,.,2020-01-01,4
plD5EmE9ZwKEuJsNOZHA7,usK6RFwM0vdvXANowBaKF,4,.,2020-01-01,5
p5MDTZO1Ix04Hj4EkddIB,uTnWgjtCjiGTKOQ4rTRHH,5,.,2020-01-01,4
pKRacb9FHX7fGsoPM8lrt,uaJyQqxuwHWoA1rPyQqu4,4,.,2020-01-01,3
piASBjgddyi8D8H9inWir,uZKH6crvlEFZ6fbYYEUfz,2,.,2020-01-01,5
pfh2mjQE4XWzNaKjSbIRj,uGlPDJ0jmOIKabqsJWWWn,1,.,2020-01-01,3
pLDJGu91BUOS4hOInZ2VV,uJslTzeB3xAaOzq1QsvOU,4,.,2020-01-01,2
pp09gPktYvHdtQdcr7bhN,uyyvpLFrRgAIZEZJ8VPfM,1,.,2020-01-01,4
pvrZtNQTZ9HjbY2lm0dnQ,unwP6G2JtBuD1GWPfVby1,3,.,2020-01-01,5
p28sLsqqHIXc54UHVGYnO,uNmAh8oTBnyKAtNRZgaeq,6,.,2020-01-01,5
psFp7We80Io0hvKstuR4l,usFvZNuuFLuhh4WUKrOZ1,3,.,2020-01-01,4
pofR2cOsKJUqOfFb3z2sX,ueuLAxKmWAH1B6zxAsDp7,7,.,2020-01-01,2
plhV7UcwVHcKa7GsdvPEP,utfB2bsfUUvspOuXeDMkJ,5,.,2020-01-01,3
pkVj1xMB8izx02oZimBNW,uymOjY9XeYB93bmvguzCm,7,.,2020-01-01,3
peFbJZ6iTmiqYXXblntf3,uc9nwsm4csVlJoymiWI0f,6,.,2020-01-01,1
p4rdkk38g2CUQl2d0XiVm,ugLzSSuYNwIJNavVQVXJK,1,.,2020-01-01,5
p6r3RB3Rz7QFkw8XueiFA,uvzRkuFFUal1jX0LVEVNI,5,.,2020-01-01,2
ppAcmvc3zHvP7wb5mWbhV,uqJQgf95PN2whlKlT5dgl,2,.,2020-01-01,4
p98l5FDzlPqSYIadORZYl,uuAMIxYzfqZSoaLp0teXv,1,.,2020-01-01,2
pQQNKsfF6ZS6ajlKsy2x9,uo3BAqI6ktxAv7gaycwEv,2,.,2020-01-01,2
phbEdLV9tNuaB1NpyocjO,urYe7ozSBYiBXhgcJVlhd,7,.,2020-01-01,5
pONYjc5mdNREuf7MiXiMM,uMqhqdHvfT2c12AxsmvyT,1,.,2020-01-01,4
pJqGSz2D6DOYT3dlYuQkB,uvPraMn7DJPbpHs5QYWCr,1,.,2020-01-01,3
p3uRMhORa2oSgxeUCiIvV,uNzI2pTNbOWSF71uTSpNJ,3,.,2020-01-01,3
pB3kRdddVwekhXWmx6Tzf,uhS0pB6TaENzEhTV1n1Um,2,.,2020-01-01,1
pGMxFKJrpocF4Z6HVrQqV,u2ZGqACrD7Nu656eeOVSq,5,.,2020-01-01,3
pd0tknuVU7A1dtHvttw8G,uFeVH1jd9XJgTtQlfGEu6,5,.,2020-01-01,4
pPXT3m3QtoCqTD0G6dBQ0,uUa4vclity5szoTKfAETb,5,.,2020-01-01,5
p6Mp7HfdlQFOyNnXnDP55,uFambJYgyr92LYL8xWtnJ,7,.,2020-01-01,4
pIkyJnwuEgU6gmcEbGwPN,uMfCih41Opdd4BxsIE686,5,.,2020-01-01,3
pUrbzRiLr0fjuqgyBRqCC,uGT5ELDPO5T4DZudWXuPP,7,.,2020-01-01,1
p65gmNQVnAVOHVjqCjKOT,up86aqWZjKWddxJuElq8E,7,.,2020-01-01,4
pFPye6kvNPc8vRgd8dl1E,u20phvqCukOJ3xwg0LfM9,7,.,2020-01-01,3
pvrqgCGuOy8C59tOOH0yh,ux3gZdc36lxZHipBM7XOV,7,.,2020-01-01,2
pTWH53QQ1c6sK1cIUKlbE,uqtMDtF53q2f3kQcX5PON,6,.,2020-01-01,3
pCskfp9e9zJSfWL1k0lF8,uPFOTO6YQVsZok6qgv5qQ,3,.,2020-01-01,4
plMJEwf5kG9JsH7sgfjvR,umOi2wdBGjxJgkWX0YOpf,5,.,2020-01-01,3
pIIZQ6xn4xL5jTifqUlIz,u6VHNvS4B38OPwB7aujse,4,.,2020-01-01,4
pqPNFSoLJnuG8j971XY4e,u21iRNldvPKL1CeWU1Q81,7,.,2020-01-01,5
pZx9lYItEJ1ErAK2LrhoX,uFoVxJR3I9yCg92JO2SEF,7,.,2020-01-01,4
plCNoPA0DaPkyDxA8aJa4,uBZlNJHlwd7j1D3pqgm0J,5,.,2020-01-01,3
pDqV4vcxCAAp92QgPdy7W,uzdq7xM1DamU6cScPsT5H,4,.,2020-01-01,5
pbhty8hbZlEQjowywtDup,uahWhOIcxLMILuhizcbWS,6,.,2020-01-01,5
pODq745arE7tonnb0Wo97,ubY1dyM217cXZIqKrhcLk,4,.,2020-01-01,5
pqsy0eC99XqK4irl126IE,u9ooyC0eig9eiRsRwir1M,5,.,2020-01-01,5
pXWUSuA7GmOgfxg1O4fpg,uO8o8SKCs17mQxZxuCsPx,1,.,2020-01-01,5
pquiq0BMw5GkqITeftXLy,uQGHpBaD3Zr2mBPkV2vru,2,.,2020-01-01,2
p4T54azSpCh663q3b73KK,uQH7aRbr1niAgurV0wyqH,4,.,2020-01-01,2
pBZ4vVtwcdxh60I25lfs0,uqodEApo8t7be35dQlkCp,5,.,2020-01-01,2
pnDqvj8qiR20VIIkhHa3b,uOIwqsmUA9div7kZ3e2Xx,7,.,2020-01-01,1
pDv7ktgKlwqrHBjLIJlOe,ukkTgYZmbahqEV08fxU8W,4,.,2020-01-01,4
pqLPT2XD437ar7H44bXIO,u6IPfQlwG5xZfdZ9nLTOj,3,.,2020-01-01,4
pUYrNEl9pijXNtlM1KevU,umwPqSjtMkVe53aJBK38V,1,.,2020-01-01,3
pNeBSZRMwz0TM6EYbn8wY,ubdvobIwFCgxTOIzpDNhJ,5,.,2020-01-01,3
ppMO5oZgMfJzakw81287a,u4CawfrCSLNnFsQkdVcT6,7,.,2020-01-01,1
pzMbcgOPG1ZDeHMHZP68J,uUjnOStoGoJk6tp0oDAMX,6,.,2020-01-01,1
ptKnhgoWZHABhMiQOjiCs,uAUNVEfzScxgnmFwGKW50,5,.,2020-01-01,2
pG5uxlHgjWcmgIAQqiAJH,uqGBwoRhgCvptUHztfRIr,6,.,2020-01-01,5
ppiIfF7kYbV5evjvxJoM8,uP5kCJwVHJpfBmkc1Tx2T,2,.,2020-01-01,1
pgHp4aMW2h5myljqshefO,u2lNr7T3Pt9nYcClQMcwg,5,.,2020-01-01,2
pQ6m5mUYIFTW0jl4YfqNU,uC4lXbGEbm0OjvpkrODww,5,.,2020-01-01,2
pNMuon87HznNAKKYMSVsN,uBKvOpwACo699mU8aoQXm,4,.,2020-01-01,4
pTzBk1iwJmkoGUTBTLrBC,ucmBKsiiUSwRFzbwN0rYB,7,.,2020-01-01,5
pMsCugmlvluAZLomHfJrb,uYh5bPujYngkUuazY6ECy,2,.,2020-01-01,5
prrCAOH3g26Qqwzbh9sdZ,uo8rKfNJC8fjqEaENP82o,3,.,2020-01-01,1
pr2iE9zcPvyEFWhdHdZ2R,uBN6IL2RXIb8dLmiI8SEm,1,.,2020-01-01,3
pTd1efZAdAwiz7mZGk3yy,uRU316uOEeLBalRvLEHIf,5,.,2020-01-01,2
pbfqd7AvWrX3wCPPCy3qR,uThRmfoasrJ3FcsGUe1OI,5,.,2020-01-01,3
pyYHI6tZfNkAFSoyxUCr4,uKYICruUZlXh0TceKH6rB,6,.,2020-01-01,2
p0nKLuLi397HfZXB69YCS,uBq4YyslkGaclDunwJW96,2,.,2020-01-01,5
p1uQ5vgnpC7Plmi2QZiYT,ugch3Rig2cQL7L3MCI06E,6,.,2020-01-01,1
pn8oF63Grsmzm1zcya587,u8aeead8JczK0L4NyrY9i,2,.,2020-01-01,3
pRBwcZ7CH8tZT4Abu0tHv,upYCbWWC82CpHYMjYwUKE,6,.,2020-01-01,3
pYM8cjaiioIL38vOAoHRq,uJr16g8u7b0bvCSZlKd91,4,.,2020-01-01,1
pT7bnQMcdu9ELZczPk5sg,ulqBWUTuJLizoXkIA4ylN,2,.,2020-01-01,3
pqXathcGedfU3GAVbLdeR,uPsrQFcKmIWOB9ZGW9slX,1,.,2020-01-01,5
p4hIDFfIzOb1hHQEM3m3U,uIQ1iD197wcjs5sjThw4d,2,.,2020-01-01,2
pWS0ODugAVoaexlItCN0s,ub7McNNmdbV1UqIZbUKLI,4,.,2020-01-01,4
pxIfM4skx5RvPM7bn7XMy,uYkcIwQkWevPcw0EaGm6F,7,.,2020-01-01,1
p3Y4CnKk2gyj1AHaZITcK,uKxMyAqRatacxHEkyqmwj,5,.,2020-01-01,4
py5CSpnxFFg8uBEeOvF03,umudOUmG0jZZjcumU867c,4,.,2020-01-01,5
p1tEhhTIWykfEpWrDTa7f,uGJiSdwQPG14b0o5nd2s2,2,.,2020-01-01,1
pGO4G3vBy1pHgkSRtYsj2,u0bzLkpipBO7FJcSBnzAX,3,.,2020-01-01,5
paxGGginzlgnStxnnIP8B,upK5sr7N9is8iaRNUektP,3,.,2020-01-01,4
pq6ledPFIJQCH3xnB2jQf,uB6UItNFRBLJNOjzwxGhO,1,.,2020-01-01,4
pRKz8N2VjITNjDVrPLDnf,usaGG8uMvHqjYeu9s1dwg,5,.,2020-01-01,5
pVeaRQ2Qzqygs4I4ygjmV,uKpwariRjKnCXbblqjace,6,.,2020-01-01,2
pVF0llHBV4sdosLtNg0LO,ulyWwQpXBGSafIQtPWMH8,5,.,2020-01-01,4
pcShar0qhhIWvzeewIFkg,uTQmFV7UIxBzQU4o53DBR,7,.,2020-01-01,2
p5qX0rsctTYFgTaf5ZFwd,uN6TeexuZ244RqKqu04PF,5,.,2020-01-01,3
puIVzWzeUcvErfbuJMIks,uPA9YRWweXERxADUZvgNQ,5,.,2020-01-01,1
pzCOw9ebADb89A71sxXMe,ujT4yzurCba4wYS41V3nH,7,.,2020-01-01,3
p2KgWFXK02bxnKb75XQar,uFhksPUNA0LcEN7a4AjQK,6,.,2020-01-01,2
pDrBovkL47oSvuTa7SPgJ,uuNYjH0z4u4e6PqgFHLvs,2,.,2020-01-01,4
pLMtux0vyYmYiLI2gkF9f,usNE2P4tjA4qix9fYVSgO,4,.,2020-01-01,2
pHJ1tdvmt0pvwaVOBdSO0,uPWVeDvvUxNueklBu9Q2q,2,.,2020-01-01,3
pqgLgnEHXpv06i1REYgLn,u4gl0hOULnhHBZ4Qh1is0,1,.,2020-01-01,1
pxKrfqQvJQw9P7H1kQIsI,ul45cTeOqSHzSMaNwMoUU,4,.,2020-01-01,5
pcFtedCub5akGDmKjob3e,uBIzNuUeHqALLchXhXvRX,3,.,2020-01-01,4
pepo5kh0iyV1Ho5awytck,uEeoX9R0K4sBHW02OZc4D,2,.,2020-01-01,1
puhQISt5B8iTS6GG61rHr,u5VoetwI3v3Ympecg4YIo,4,.,2020-01-01,4
pYHrPbo2LlUp5TgyBUNC6,uNYpt9Ff3OB0BCLL0fhp2,5,.,2020-01-01,2
pRWfLEZgncdzOpLFMRkFp,u8Sh9qcSUtUvo487oSqd3,4,.,2020-01-01,5
pGyLbK44xLQEtc1ihuYsU,u2blt1RJtBp4w28XSNL2z,5,.,2020-01-01,4
p9FOvuvxhZVuptf5vGCuP,uihQMD0yiY2GepqId1W1a,2,.,2020-01-01,2
p0rxNxqixTNPBbxGNIPDt,ujSMxfs8GMhtsfSiTFT7Y,6,.,2020-01-01,5
px0EW6XiMGGgRYTJLZzwJ,uBXvQnL5SO7KTfwGQh4eL,7,.,2020-01-01,4
plCxUYmPQ9Gs96qfZiXM8,ugaxWtcLCIwcKzb3vtdRl,3,.,2020-01-01,1
pFELNxib2lRXk62rEqXDW,uN5DHkioHMpSphZHnh8zd,1,.,2020-01-01,4
pwk2B1cu2g9HJ2wij3jPx,uiXNccZQt0BdMm4Tm8Fm6,2,.,2020-01-01,4
pw4W5QrMgqVE0kDiNA5kJ,uFRVklGwiwyASKeMyj1Qb,7,.,2020-01-01,5
prveXOCzBM9UqY7uY0YRd,uiICwDJeygXNjAFI0TRyU,3,.,2020-01-01,2
pZK1c5XdOAH2VJGv8K9jc,ufMZ9O0F1F9lDX50W6ozU,3,.,2020-01-01,2
pNQstyOctPdRAhHEDPGvQ,uZEb8marYpdYkoXQpfQYL,6,.,2020-01-01,5
p4hEZ0D3zvAuOq3ziX592,usfEfXfFc1C6Kx7ye57JM,5,.,2020-01-01,4
pav7AAwCzRXTWDfkfCfhW,upPUigzLPmj5JsaHGmVJo,6,.,2020-01-01,1
pgFYNEKYKU4UIhZXCdYfo,uTS6LaUHFwXgzkI3scJ1e,6,.,2020-01-01,4
