item_sno,effect_no
s6eQcYeI2Eci2slkCHyVL,5
sAOqVAo9glSeKAB4MlI69,8
s1tXAKH5ut8Jd93Yc8bYj,8
s1tXAKH5ut8Jd93Yc8bYj,2
swik7tda09pl13he3QTwp,8
swik7tda09pl13he3QTwp,2
sg9UdVf3lXyXAbt64w8sG,8
sg9UdVf3lXyXAbt64w8sG,3
sg9UdVf3lXyXAbt64w8sG,9
sMO4W6nXSxXLgqCeK5gLt,8
sMO4W6nXSxXLgqCeK5gLt,3
s5BIicsT6rpTobiqEPHLA,8
sKyyLh2Tq6te5hF8WoPY2,14
sKyyLh2Tq6te5hF8WoPY2,13
sKyyLh2Tq6te5hF8WoPY2,1
sKyyLh2Tq6te5hF8WoPY2,3
sKyyLh2Tq6te5hF8WoPY2,7
sjZZAGDOvFtqGA9fsXvvI,8
sjZZAGDOvFtqGA9fsXvvI,10
sjZZAGDOvFtqGA9fsXvvI,9
sjZZAGDOvFtqGA9fsXvvI,16
ssf4JGLeaeiYq119csHMS,19
ssf4JGLeaeiYq119csHMS,8
ssf4JGLeaeiYq119csHMS,17
ssf4JGLeaeiYq119csHMS,23
swenoLCIzWiU2rHUJmV9S,8
swenoLCIzWiU2rHUJmV9S,2
swenoLCIzWiU2rHUJmV9S,9
swenoLCIzWiU2rHUJmV9S,23
sRcG5cred7ndovfTeBAoc,8
sRcG5cred7ndovfTeBAoc,2
sRcG5cred7ndovfTeBAoc,10
sRcG5cred7ndovfTeBAoc,3
ssIsytfhrXeJHZhClGKXI,8
ssIsytfhrXeJHZhClGKXI,9
ssIsytfhrXeJHZhClGKXI,12
ssIsytfhrXeJHZhClGKXI,23
sLwlOEAUVnHgnWCsJhIpA,12
shiCx9m4GAzQ66GMb9upI,8
shiCx9m4GAzQ66GMb9upI,13
shiCx9m4GAzQ66GMb9upI,1
shiCx9m4GAzQ66GMb9upI,2
shiCx9m4GAzQ66GMb9upI,3
shiCx9m4GAzQ66GMb9upI,6
shiCx9m4GAzQ66GMb9upI,9
shiCx9m4GAzQ66GMb9upI,5
shiCx9m4GAzQ66GMb9upI,23
sjjE14xxe6hAno26Yc19r,19
sjjE14xxe6hAno26Yc19r,8
sjjE14xxe6hAno26Yc19r,22
sjjE14xxe6hAno26Yc19r,23
skC4HNW7HXDAzo2jlCRzb,1
skC4HNW7HXDAzo2jlCRzb,2
skC4HNW7HXDAzo2jlCRzb,3
skC4HNW7HXDAzo2jlCRzb,9
skC4HNW7HXDAzo2jlCRzb,17
sZNXQyYIK364krBdLcbTt,10
sXfgweaVF6nm8Nsrv6knk,14
sXfgweaVF6nm8Nsrv6knk,8
sXfgweaVF6nm8Nsrv6knk,13
sXfgweaVF6nm8Nsrv6knk,10
sXfgweaVF6nm8Nsrv6knk,3
sXfgweaVF6nm8Nsrv6knk,7
sUOY43YprZ88ECaAOOqgQ,19
sUOY43YprZ88ECaAOOqgQ,14
sUOY43YprZ88ECaAOOqgQ,8
sUOY43YprZ88ECaAOOqgQ,17
sUOY43YprZ88ECaAOOqgQ,22
s4mcEktabI307W6EBcBVx,19
s4mcEktabI307W6EBcBVx,8
s4mcEktabI307W6EBcBVx,9
susQH2EXyuu7di7nWrxPB,8
sx1wzStSGFfB7KqNPRhN3,8
sx1wzStSGFfB7KqNPRhN3,10
sx1wzStSGFfB7KqNPRhN3,3
sx1wzStSGFfB7KqNPRhN3,9
sWM4Xy565ErFV30O0zNKu,8
sWM4Xy565ErFV30O0zNKu,9
szHlByUOODzISamFM7RT1,8
szHlByUOODzISamFM7RT1,1
sLGveiLXfuevxH90NzsRp,19
sLGveiLXfuevxH90NzsRp,2
sLGveiLXfuevxH90NzsRp,9
sLGveiLXfuevxH90NzsRp,22
sLGveiLXfuevxH90NzsRp,23
soXr955vG7JwYsIbK1f4z,19
soXr955vG7JwYsIbK1f4z,8
soXr955vG7JwYsIbK1f4z,10
soXr955vG7JwYsIbK1f4z,9
soXr955vG7JwYsIbK1f4z,17
srDuEmyNoi14ppYdwH11Q,9
srDuEmyNoi14ppYdwH11Q,23
sG4xho7dpTuvUs1PtfQNQ,8
sG4xho7dpTuvUs1PtfQNQ,23
sN6wFgdBrWtwNwEM7aml8,8
sN6wFgdBrWtwNwEM7aml8,10
sN6wFgdBrWtwNwEM7aml8,3
sN6wFgdBrWtwNwEM7aml8,23
si0bxirANxAFNscnGsfi8,19
si0bxirANxAFNscnGsfi8,2
si0bxirANxAFNscnGsfi8,3
sRqA1eWbbZThg9EBhz5w6,19
sRqA1eWbbZThg9EBhz5w6,8
sRqA1eWbbZThg9EBhz5w6,13
sRqA1eWbbZThg9EBhz5w6,9
sGkTXvJtJBK8UBm9FpGEa,19
sGkTXvJtJBK8UBm9FpGEa,8
sGkTXvJtJBK8UBm9FpGEa,13
sGkTXvJtJBK8UBm9FpGEa,1
sGkTXvJtJBK8UBm9FpGEa,3
sGkTXvJtJBK8UBm9FpGEa,17
sGkTXvJtJBK8UBm9FpGEa,22
sGkTXvJtJBK8UBm9FpGEa,23
sw9kKywumdda5nCd53CB8,8
sw9kKywumdda5nCd53CB8,21
sw9kKywumdda5nCd53CB8,9
sw9kKywumdda5nCd53CB8,12
sw9kKywumdda5nCd53CB8,23
svKSgQutoh3Sfa5JqlQHe,8
svKSgQutoh3Sfa5JqlQHe,3
svKSgQutoh3Sfa5JqlQHe,7
svKSgQutoh3Sfa5JqlQHe,9
svKSgQutoh3Sfa5JqlQHe,23
sntbafFh3tzm5kg0dz1HT,13
sntbafFh3tzm5kg0dz1HT,1
sntbafFh3tzm5kg0dz1HT,2
sntbafFh3tzm5kg0dz1HT,10
sntbafFh3tzm5kg0dz1HT,9
sDWzfVoA35FxGIEUPJQqJ,19
sDWzfVoA35FxGIEUPJQqJ,8
sDWzfVoA35FxGIEUPJQqJ,13
sDWzfVoA35FxGIEUPJQqJ,2
sDWzfVoA35FxGIEUPJQqJ,23
sLTfOx7QqieBlyQF2mlLf,8
sLTfOx7QqieBlyQF2mlLf,23
sbiYWglcyZYxuCWEyrd5E,8
sbiYWglcyZYxuCWEyrd5E,13
sbiYWglcyZYxuCWEyrd5E,1
sbiYWglcyZYxuCWEyrd5E,2
sbiYWglcyZYxuCWEyrd5E,9
sYJ6kC1e5bUuf6rPQ6ASI,19
sYJ6kC1e5bUuf6rPQ6ASI,14
sYJ6kC1e5bUuf6rPQ6ASI,8
sYJ6kC1e5bUuf6rPQ6ASI,13
sYJ6kC1e5bUuf6rPQ6ASI,1
sYJ6kC1e5bUuf6rPQ6ASI,2
sYJ6kC1e5bUuf6rPQ6ASI,3
sYJ6kC1e5bUuf6rPQ6ASI,6
sYJ6kC1e5bUuf6rPQ6ASI,30
sYJ6kC1e5bUuf6rPQ6ASI,9
sYJ6kC1e5bUuf6rPQ6ASI,12
sYJ6kC1e5bUuf6rPQ6ASI,17
s4IQIRarQ0w6SOOpwP4HW,8
s4IQIRarQ0w6SOOpwP4HW,3
s4IQIRarQ0w6SOOpwP4HW,9
sKTuUuwidwOT0KXHvMdcN,14
sKTuUuwidwOT0KXHvMdcN,8
sKTuUuwidwOT0KXHvMdcN,3
sKTuUuwidwOT0KXHvMdcN,6
sKKlxDJSj8IOB2uMMCNH3,1
sKKlxDJSj8IOB2uMMCNH3,2
sKKlxDJSj8IOB2uMMCNH3,3
sKKlxDJSj8IOB2uMMCNH3,7
sKKlxDJSj8IOB2uMMCNH3,9
sbTSV3PvLGXgBDxbNMnQJ,1
sbTSV3PvLGXgBDxbNMnQJ,2
sbTSV3PvLGXgBDxbNMnQJ,3
sbTSV3PvLGXgBDxbNMnQJ,7
sbTSV3PvLGXgBDxbNMnQJ,9
sWZsCozMSY5NwVhOXl0H5,8
sdcCwRFNn5PzTjyoujLg4,8
sdcCwRFNn5PzTjyoujLg4,3
sdcCwRFNn5PzTjyoujLg4,4
scCJdtocn28XS6C8in7h0,8
scCJdtocn28XS6C8in7h0,3
scCJdtocn28XS6C8in7h0,9
st3e9lsZfZJNhVLdLi1UJ,8
st3e9lsZfZJNhVLdLi1UJ,7
sRSyY91blEL3rkDZWi1aE,8
sRSyY91blEL3rkDZWi1aE,2
sRSyY91blEL3rkDZWi1aE,9
sRSyY91blEL3rkDZWi1aE,23
sqxc9PdIf7Ide3axYaVLM,29
sqxc9PdIf7Ide3axYaVLM,30
sqxc9PdIf7Ide3axYaVLM,9
sLKzewt65NzAAkArqGN3T,19
sLKzewt65NzAAkArqGN3T,8
sLKzewt65NzAAkArqGN3T,13
sLKzewt65NzAAkArqGN3T,3
sLKzewt65NzAAkArqGN3T,17
su8W13hN6WrzTTKO6dhBm,8
sUxvH6BbZS2AzUzAdlTzh,8
sUxvH6BbZS2AzUzAdlTzh,9
sUxvH6BbZS2AzUzAdlTzh,17
sUxvH6BbZS2AzUzAdlTzh,22
sUxvH6BbZS2AzUzAdlTzh,23
svqPDtpzb0DHrNQZoVXCP,8
sGKswC7rDo1LFETEjb5CV,8
sGKswC7rDo1LFETEjb5CV,10
sGKswC7rDo1LFETEjb5CV,9
sGKswC7rDo1LFETEjb5CV,12
sGKswC7rDo1LFETEjb5CV,5
sK6z07ugLg7oCsTbRcHdJ,8
sK6z07ugLg7oCsTbRcHdJ,3
sK6z07ugLg7oCsTbRcHdJ,9
sK6z07ugLg7oCsTbRcHdJ,23
sTRThgErjsyAjsOR1MJRs,19
sTRThgErjsyAjsOR1MJRs,8
sTRThgErjsyAjsOR1MJRs,9
sTRThgErjsyAjsOR1MJRs,23
sbHJtZtMt9n0xtHJmuP09,8
sbHJtZtMt9n0xtHJmuP09,2
sbHJtZtMt9n0xtHJmuP09,10
sbHJtZtMt9n0xtHJmuP09,7
s3pSADYWZ19sWafvaPZE3,1
sjQjIDrIvSSvIml6KJat0,8
sKh3aa7CGQrU9w6Bv6DkE,8
sKh3aa7CGQrU9w6Bv6DkE,9
sKh3aa7CGQrU9w6Bv6DkE,22
sKh3aa7CGQrU9w6Bv6DkE,23
snIlTmxBcSJI9q8DaHQCt,1
snIlTmxBcSJI9q8DaHQCt,2
snIlTmxBcSJI9q8DaHQCt,7
snIlTmxBcSJI9q8DaHQCt,9
snIlTmxBcSJI9q8DaHQCt,23
suz9Dcca9prETB4Oa0mOg,14
suz9Dcca9prETB4Oa0mOg,2
sAJPlsCZZKMYmAOOkZu2I,2
sAJPlsCZZKMYmAOOkZu2I,3
scWrL1FDACLKKgOi7x7aa,3
scWrL1FDACLKKgOi7x7aa,6
scWrL1FDACLKKgOi7x7aa,12
sruUqxB7e7xPLFAt8awIn,8
sruUqxB7e7xPLFAt8awIn,7
sruUqxB7e7xPLFAt8awIn,9
sRw6gcfaxbigJEixxTrcY,8
sRw6gcfaxbigJEixxTrcY,1
sRw6gcfaxbigJEixxTrcY,3
sRw6gcfaxbigJEixxTrcY,9
sRw6gcfaxbigJEixxTrcY,23
syig3zLPQuVaeD1BR2Wgc,8
syig3zLPQuVaeD1BR2Wgc,1
syig3zLPQuVaeD1BR2Wgc,2
syig3zLPQuVaeD1BR2Wgc,22
syig3zLPQuVaeD1BR2Wgc,16
sOt92An2nGKXDJPNElkPF,8
sOt92An2nGKXDJPNElkPF,2
sOt92An2nGKXDJPNElkPF,23
s35eUQCb12eg3NqdgxEdc,8
sm6eW733zU21bx5vbw58S,19
sm6eW733zU21bx5vbw58S,8
sm6eW733zU21bx5vbw58S,1
sm6eW733zU21bx5vbw58S,3
sm6eW733zU21bx5vbw58S,9
sWLmQzbMNiEzFVMfyv16p,8
sWLmQzbMNiEzFVMfyv16p,13
sWLmQzbMNiEzFVMfyv16p,3
sWLmQzbMNiEzFVMfyv16p,9
sWLmQzbMNiEzFVMfyv16p,17
stR8sTTJARRnVGLY4LUq3,8
stR8sTTJARRnVGLY4LUq3,9
stR8sTTJARRnVGLY4LUq3,23
sr1OSpZtLI9QA2lTKinnG,14
sr1OSpZtLI9QA2lTKinnG,8
sr1OSpZtLI9QA2lTKinnG,1
sr1OSpZtLI9QA2lTKinnG,2
sr1OSpZtLI9QA2lTKinnG,3
sr1OSpZtLI9QA2lTKinnG,4
sr1OSpZtLI9QA2lTKinnG,6
sr1OSpZtLI9QA2lTKinnG,7
sr1OSpZtLI9QA2lTKinnG,9
sr1OSpZtLI9QA2lTKinnG,12
sUYGPOc5r4JdfcFQ17hRt,2
sUYGPOc5r4JdfcFQ17hRt,9
stO1PBQIr3uEf2cVENYhb,19
stO1PBQIr3uEf2cVENYhb,8
stO1PBQIr3uEf2cVENYhb,2
stO1PBQIr3uEf2cVENYhb,10
sNwgEr1SgO3ehGy0gm0pO,19
sNwgEr1SgO3ehGy0gm0pO,8
sNwgEr1SgO3ehGy0gm0pO,3
sNwgEr1SgO3ehGy0gm0pO,23
sLeU57gmSbUlokiBbXzvK,19
scumG1p9utrR5DTwjsj4Q,8
stbPw8UnYbZ7zXkku22LE,8
stbPw8UnYbZ7zXkku22LE,10
stbPw8UnYbZ7zXkku22LE,9
s5MCrI8hijvkJT5iZZ9Q2,19
s5MCrI8hijvkJT5iZZ9Q2,8
s5MCrI8hijvkJT5iZZ9Q2,9
s5MCrI8hijvkJT5iZZ9Q2,23
s1kAJ58WEMrJnHcFFjiTO,19
s1kAJ58WEMrJnHcFFjiTO,8
s1kAJ58WEMrJnHcFFjiTO,9
s1kAJ58WEMrJnHcFFjiTO,23
snotXVnM232zqzgLWgyY4,19
snotXVnM232zqzgLWgyY4,14
snotXVnM232zqzgLWgyY4,8
snotXVnM232zqzgLWgyY4,13
snotXVnM232zqzgLWgyY4,3
s8P3jiir2ao3JbidiIEDK,8
s8P3jiir2ao3JbidiIEDK,13
s8P3jiir2ao3JbidiIEDK,1
s8P3jiir2ao3JbidiIEDK,2
s8P3jiir2ao3JbidiIEDK,9
sN9OOz6tSpIGhaY9jG9ZO,2
sN9OOz6tSpIGhaY9jG9ZO,10
sN9OOz6tSpIGhaY9jG9ZO,9
sN9OOz6tSpIGhaY9jG9ZO,22
sN9OOz6tSpIGhaY9jG9ZO,16
soNv0qQxVg3h2gZGxvBh5,8
soNv0qQxVg3h2gZGxvBh5,2
soNv0qQxVg3h2gZGxvBh5,6
soNv0qQxVg3h2gZGxvBh5,7
soNv0qQxVg3h2gZGxvBh5,9
soNv0qQxVg3h2gZGxvBh5,17
soNv0qQxVg3h2gZGxvBh5,23
snsZVVwvZpX9aAzomF8fq,19
snsZVVwvZpX9aAzomF8fq,8
snsZVVwvZpX9aAzomF8fq,23
szmfFzTEKfnySX6enmoAA,8
szmfFzTEKfnySX6enmoAA,13
szmfFzTEKfnySX6enmoAA,2
szmfFzTEKfnySX6enmoAA,4
sPcaYDcwdRcTIwdeVWeTo,8
sPcaYDcwdRcTIwdeVWeTo,2
sPcaYDcwdRcTIwdeVWeTo,9
sPcaYDcwdRcTIwdeVWeTo,23
sJeVLTUheQMt0OoawAWd6,8
s0Cg9gcgztbdeG3zHo9FS,8
s0Cg9gcgztbdeG3zHo9FS,9
s0Cg9gcgztbdeG3zHo9FS,17
s0Cg9gcgztbdeG3zHo9FS,23
sr2xMmixtb67vsphLbGTF,3
sr2xMmixtb67vsphLbGTF,6
sr2xMmixtb67vsphLbGTF,12
s0izcrN5jVXToPGuZ5OoV,8
s0izcrN5jVXToPGuZ5OoV,21
s0izcrN5jVXToPGuZ5OoV,9
s0izcrN5jVXToPGuZ5OoV,22
s0izcrN5jVXToPGuZ5OoV,23
smj8n6YiymY7xNuRQLNqH,19
smj8n6YiymY7xNuRQLNqH,8
smj8n6YiymY7xNuRQLNqH,9
smj8n6YiymY7xNuRQLNqH,22
sasSLv4yswklgeX9yjQ0P,2
sasSLv4yswklgeX9yjQ0P,6
sasSLv4yswklgeX9yjQ0P,5
suhlv9qxesrLHRDTfEbbJ,8
suhlv9qxesrLHRDTfEbbJ,3
suhlv9qxesrLHRDTfEbbJ,9
suhlv9qxesrLHRDTfEbbJ,22
suhlv9qxesrLHRDTfEbbJ,23
s9i0H16J9NsoGbiM5TYQL,8
s9i0H16J9NsoGbiM5TYQL,23
s5Sckm1NsFG0UDzRMzKdS,19
s5Sckm1NsFG0UDzRMzKdS,8
s5Sckm1NsFG0UDzRMzKdS,9
s5Sckm1NsFG0UDzRMzKdS,17
sDKMth1ygFr5UE1wKnDk7,8
sDKMth1ygFr5UE1wKnDk7,9
s7xXrksqeMQgfJidDzD8S,8
s7xXrksqeMQgfJidDzD8S,9
s7xXrksqeMQgfJidDzD8S,23
s9hbY1IUd9mGQhgxJ5lvA,8
s9hbY1IUd9mGQhgxJ5lvA,21
s1MRSIsFvBpfrhXS8zzqU,14
s1MRSIsFvBpfrhXS8zzqU,8
s1MRSIsFvBpfrhXS8zzqU,13
s1MRSIsFvBpfrhXS8zzqU,1
s1MRSIsFvBpfrhXS8zzqU,3
sB3eNkM2TxegY8sx2X4J4,19
sB3eNkM2TxegY8sx2X4J4,8
sB3eNkM2TxegY8sx2X4J4,13
sB3eNkM2TxegY8sx2X4J4,9
scRTlJ0zVRcdIt8PCnaGl,8
scRTlJ0zVRcdIt8PCnaGl,3
scRTlJ0zVRcdIt8PCnaGl,9
scRTlJ0zVRcdIt8PCnaGl,22
scRTlJ0zVRcdIt8PCnaGl,23
s2BOYPhiTvJWiK9OyCYvZ,10
s2BOYPhiTvJWiK9OyCYvZ,3
s2BOYPhiTvJWiK9OyCYvZ,7
svp8Drnr9WIGs2ZItM0Zn,8
svp8Drnr9WIGs2ZItM0Zn,3
sguYj1dmd77lNABP9tRFN,8
sguYj1dmd77lNABP9tRFN,10
sguYj1dmd77lNABP9tRFN,9
sguYj1dmd77lNABP9tRFN,23
seCqvVyim5CzWm0nKIM7t,14
seCqvVyim5CzWm0nKIM7t,2
seCqvVyim5CzWm0nKIM7t,10
seCqvVyim5CzWm0nKIM7t,9
seCqvVyim5CzWm0nKIM7t,23
sXuKJpiDbaZ9B0QKZWs4f,8
sXuKJpiDbaZ9B0QKZWs4f,10
sXuKJpiDbaZ9B0QKZWs4f,3
sXuKJpiDbaZ9B0QKZWs4f,6
sXuKJpiDbaZ9B0QKZWs4f,12
s3NS2cYOfBFXpwBtd5opG,8
s3NS2cYOfBFXpwBtd5opG,2
s3NS2cYOfBFXpwBtd5opG,10
sbd69BYALk5g3pHYAmN1f,8
sbd69BYALk5g3pHYAmN1f,10
sbd69BYALk5g3pHYAmN1f,16
svuu6SXRG45lw2dOl41CH,8
svuu6SXRG45lw2dOl41CH,2
svuu6SXRG45lw2dOl41CH,10
svuu6SXRG45lw2dOl41CH,22
svuu6SXRG45lw2dOl41CH,23
sJFY9K6IlRMjThvww1Ky6,8
sJFY9K6IlRMjThvww1Ky6,9
sJFY9K6IlRMjThvww1Ky6,16
sJFY9K6IlRMjThvww1Ky6,23
sWrYmUGOd9ERJv3Sp2uVm,8
sWrYmUGOd9ERJv3Sp2uVm,3
sWrYmUGOd9ERJv3Sp2uVm,5
s30hGyUfMzyhC3wsvEO85,2
s30hGyUfMzyhC3wsvEO85,3
s30hGyUfMzyhC3wsvEO85,21
s30hGyUfMzyhC3wsvEO85,5
sPmpevJxudIIymfat9fQp,8
sPmpevJxudIIymfat9fQp,9
sPmpevJxudIIymfat9fQp,23
stdgTfmB97Ubk9roCf9Bg,19
stdgTfmB97Ubk9roCf9Bg,8
stdgTfmB97Ubk9roCf9Bg,2
stdgTfmB97Ubk9roCf9Bg,10
stdgTfmB97Ubk9roCf9Bg,9
socIkdhBgltLqDU8ik7Mm,2
socIkdhBgltLqDU8ik7Mm,9
socIkdhBgltLqDU8ik7Mm,12
socIkdhBgltLqDU8ik7Mm,22
socIkdhBgltLqDU8ik7Mm,23
szqOm7rdPizujHJF9c37P,8
szqOm7rdPizujHJF9c37P,9
szqOm7rdPizujHJF9c37P,23
sQ1IgbRFdcd53zW5Of20B,19
sQ1IgbRFdcd53zW5Of20B,6
sQ1IgbRFdcd53zW5Of20B,31
sQ1IgbRFdcd53zW5Of20B,9
sQ1IgbRFdcd53zW5Of20B,22
s8TqpBw1qGhDMunSkq6xv,8
s8TqpBw1qGhDMunSkq6xv,9
s8TqpBw1qGhDMunSkq6xv,17
s8TqpBw1qGhDMunSkq6xv,22
s8TqpBw1qGhDMunSkq6xv,23
sC3W1VXU6Qut2YcmohmR8,8
sXNxnEDmx9OJyKDFJniUZ,8
sXNxnEDmx9OJyKDFJniUZ,3
sXNxnEDmx9OJyKDFJniUZ,29
sUsbdQXHOUzQiMA0oIx3C,8
sUsbdQXHOUzQiMA0oIx3C,3
sUEiK3DaspxTectE0JoZm,8
sMWytXyMRN8TngX6wqeag,2
sMWytXyMRN8TngX6wqeag,10
sdEzLjrxIQ8IDp9awIjCn,8
sdEzLjrxIQ8IDp9awIjCn,2
sdEzLjrxIQ8IDp9awIjCn,9
sfp6az1u78iXH2yvEZFe3,19
sfp6az1u78iXH2yvEZFe3,8
sfp6az1u78iXH2yvEZFe3,1
sfp6az1u78iXH2yvEZFe3,9
sfp6az1u78iXH2yvEZFe3,23
sIFhylXpt2m8aCqY8zBHO,8
sNfZopf0DebctjEn5Tduc,9
sNfZopf0DebctjEn5Tduc,16
siPIsBoEtR96h5gcoV9np,8
siPIsBoEtR96h5gcoV9np,3
siPIsBoEtR96h5gcoV9np,9
sojgDYpG57mg1G6eTY4kX,8
syioYMowUIoIDkgT2gnva,1
s3Y27hhayqnd4QxfR1wvW,8
s3Y27hhayqnd4QxfR1wvW,2
s3Y27hhayqnd4QxfR1wvW,3
sUw83bvM5CbtbIGm46HIr,19
sUw83bvM5CbtbIGm46HIr,8
sUw83bvM5CbtbIGm46HIr,9
sUw83bvM5CbtbIGm46HIr,22
sUw83bvM5CbtbIGm46HIr,23
samGfuw4ypqLBvH7aqzY0,19
samGfuw4ypqLBvH7aqzY0,17
samGfuw4ypqLBvH7aqzY0,22
sgc3xufAflbJqHf4nsDJ9,8
sgc3xufAflbJqHf4nsDJ9,3
sgc3xufAflbJqHf4nsDJ9,23
ss9ecp75MnFCJ1mMZ4T91,2
sO7F4IdRvmwJqMCpojYCe,19
sO7F4IdRvmwJqMCpojYCe,2
sO7F4IdRvmwJqMCpojYCe,9
sO7F4IdRvmwJqMCpojYCe,22
sO7F4IdRvmwJqMCpojYCe,23
swb8HUJD6eoI5DVA2Tvi0,8
swb8HUJD6eoI5DVA2Tvi0,10
swb8HUJD6eoI5DVA2Tvi0,3
swb8HUJD6eoI5DVA2Tvi0,9
sThrz5t7dHI5SdApgc5oO,19
sThrz5t7dHI5SdApgc5oO,14
sThrz5t7dHI5SdApgc5oO,17
sThrz5t7dHI5SdApgc5oO,23
sHGLGn3pBICECZjJSu3wc,8
sHGLGn3pBICECZjJSu3wc,10
sHGLGn3pBICECZjJSu3wc,9
sHGLGn3pBICECZjJSu3wc,12
s5lJFM1TlL8BIT31ITs2S,8
s5lJFM1TlL8BIT31ITs2S,10
s5lJFM1TlL8BIT31ITs2S,9
s5lJFM1TlL8BIT31ITs2S,12
srZ6dMe9Bq2fPLKbmBdHa,8
srZ6dMe9Bq2fPLKbmBdHa,1
srZ6dMe9Bq2fPLKbmBdHa,9
slIhxXZMCwO0hHf7ggVvd,8
slIhxXZMCwO0hHf7ggVvd,13
slIhxXZMCwO0hHf7ggVvd,1
slIhxXZMCwO0hHf7ggVvd,3
slIhxXZMCwO0hHf7ggVvd,9
stiX6KPFH9gcs4Bx0tIor,8
stiX6KPFH9gcs4Bx0tIor,1
s2KZQ3tFmJdGe48GIu83h,19
s2KZQ3tFmJdGe48GIu83h,8
s2KZQ3tFmJdGe48GIu83h,9
s2KZQ3tFmJdGe48GIu83h,17
s2KZQ3tFmJdGe48GIu83h,23
syhN8o8vKOYezS5esx6rO,3
sQIbZf4dSoDnCuvkr94s2,8
sUmivDg55fi6jDXrEhdVk,8
sUmivDg55fi6jDXrEhdVk,3
sUmivDg55fi6jDXrEhdVk,7
sUmivDg55fi6jDXrEhdVk,9
sUmivDg55fi6jDXrEhdVk,27
scWJzVhQuROX828M1r4jq,19
scWJzVhQuROX828M1r4jq,8
scWJzVhQuROX828M1r4jq,10
scWJzVhQuROX828M1r4jq,9
scWJzVhQuROX828M1r4jq,23
simt2b7NKIvUXGy1HRyQT,19
simt2b7NKIvUXGy1HRyQT,8
simt2b7NKIvUXGy1HRyQT,23
sXycIHFzzG67IksopOzyV,8
sXycIHFzzG67IksopOzyV,13
sXycIHFzzG67IksopOzyV,3
sXycIHFzzG67IksopOzyV,9
sXycIHFzzG67IksopOzyV,16
s5XAtVljfIZNWXYtQ8inv,8
s5XAtVljfIZNWXYtQ8inv,9
s5XAtVljfIZNWXYtQ8inv,23
shrexxTwrl7BUankzCDjH,8
shrexxTwrl7BUankzCDjH,13
shrexxTwrl7BUankzCDjH,1
shrexxTwrl7BUankzCDjH,3
shrexxTwrl7BUankzCDjH,6
shrexxTwrl7BUankzCDjH,9
shrexxTwrl7BUankzCDjH,17
s1jDE4XRxY7WTG0qZcWbi,14
s1jDE4XRxY7WTG0qZcWbi,8
skNYadu2SuFFjRsEp10CR,19
skNYadu2SuFFjRsEp10CR,8
skNYadu2SuFFjRsEp10CR,1
skNYadu2SuFFjRsEp10CR,9
skNYadu2SuFFjRsEp10CR,12
skNYadu2SuFFjRsEp10CR,17
skNYadu2SuFFjRsEp10CR,22
skNYadu2SuFFjRsEp10CR,23
scAAP9cHeO7lJST3Yv2De,8
scAAP9cHeO7lJST3Yv2De,13
scAAP9cHeO7lJST3Yv2De,1
scAAP9cHeO7lJST3Yv2De,10
scAAP9cHeO7lJST3Yv2De,3
sT4QLxTTHX2ulwY0vc3HK,19
sT4QLxTTHX2ulwY0vc3HK,8
sT4QLxTTHX2ulwY0vc3HK,9
sT4QLxTTHX2ulwY0vc3HK,23
sOXK3Ouw50zx5RL83jOVb,8
sOXK3Ouw50zx5RL83jOVb,3
sOXK3Ouw50zx5RL83jOVb,4
sGKkAJd4wXExNsK1MOBCB,13
sGKkAJd4wXExNsK1MOBCB,1
sGKkAJd4wXExNsK1MOBCB,2
sGKkAJd4wXExNsK1MOBCB,10
sNys2wvRrhwF3CZOh33VI,3
sNys2wvRrhwF3CZOh33VI,9
sYlH0Z82U6eSGLocArTNo,19
sYlH0Z82U6eSGLocArTNo,10
sYlH0Z82U6eSGLocArTNo,3
sYlH0Z82U6eSGLocArTNo,12
sYlH0Z82U6eSGLocArTNo,23
sKW6Ehm535vDxOvsA05SP,19
sKW6Ehm535vDxOvsA05SP,8
sKW6Ehm535vDxOvsA05SP,2
sKW6Ehm535vDxOvsA05SP,10
sKW6Ehm535vDxOvsA05SP,9
sESz8ONJf9OsDIt2NsSHk,8
sESz8ONJf9OsDIt2NsSHk,13
sESz8ONJf9OsDIt2NsSHk,1
sESz8ONJf9OsDIt2NsSHk,2
sESz8ONJf9OsDIt2NsSHk,10
sPrsYugArwHPOEtOramNv,8
sPrsYugArwHPOEtOramNv,16
sz7W80dIRiz7o73VGTPXW,19
sz7W80dIRiz7o73VGTPXW,8
sz7W80dIRiz7o73VGTPXW,13
sz7W80dIRiz7o73VGTPXW,1
sz7W80dIRiz7o73VGTPXW,10
sz7W80dIRiz7o73VGTPXW,4
sz7W80dIRiz7o73VGTPXW,9
sz7W80dIRiz7o73VGTPXW,23
sXUc0VJ58lVUbrDvEsJCw,2
sXUc0VJ58lVUbrDvEsJCw,10
sjsTvsiJvwZfKIbmvdGXm,8
sjsTvsiJvwZfKIbmvdGXm,9
snOe2SBCKBAfMxc99mHDV,2
snOe2SBCKBAfMxc99mHDV,17
snOe2SBCKBAfMxc99mHDV,22
snOe2SBCKBAfMxc99mHDV,23
snSFgrp9vAiPDRJ9Eb4PP,19
snSFgrp9vAiPDRJ9Eb4PP,8
snSFgrp9vAiPDRJ9Eb4PP,22
snSFgrp9vAiPDRJ9Eb4PP,23
