item_sno,effect_no
f2y2XmBlBNrNmjwCxm8YZ,8
f2y2XmBlBNrNmjwCxm8YZ,2
f2y2XmBlBNrNmjwCxm8YZ,10
f2y2XmBlBNrNmjwCxm8YZ,12
fG3Ocu3k8DTfcUSyLY6ut,1
fG3Ocu3k8DTfcUSyLY6ut,2
fG3Ocu3k8DTfcUSyLY6ut,3
fQpVmdaRz8CIGnPx8nwBJ,8
fQpVmdaRz8CIGnPx8nwBJ,1
fQpVmdaRz8CIGnPx8nwBJ,2
fQpVmdaRz8CIGnPx8nwBJ,4
fQpVmdaRz8CIGnPx8nwBJ,9
fitLrorXhz8OPJYh1eqg6,8
fitLrorXhz8OPJYh1eqg6,13
fitLrorXhz8OPJYh1eqg6,1
fitLrorXhz8OPJYh1eqg6,10
fitLrorXhz8OPJYh1eqg6,9
fMcu16nB5b5liVRPRg9da,8
fMcu16nB5b5liVRPRg9da,1
fMcu16nB5b5liVRPRg9da,2
fMcu16nB5b5liVRPRg9da,3
fMcu16nB5b5liVRPRg9da,7
fMcu16nB5b5liVRPRg9da,9
fMcu16nB5b5liVRPRg9da,12
fwNMzkCuw30qELrppGJBY,8
fwNMzkCuw30qELrppGJBY,1
fwNMzkCuw30qELrppGJBY,2
fwNMzkCuw30qELrppGJBY,3
fwNMzkCuw30qELrppGJBY,7
fXlDEX0EoLTUa9f0GBR71,8
fXlDEX0EoLTUa9f0GBR71,2
fXlDEX0EoLTUa9f0GBR71,3
fXlDEX0EoLTUa9f0GBR71,18
fXlDEX0EoLTUa9f0GBR71,6
fXlDEX0EoLTUa9f0GBR71,9
fXlDEX0EoLTUa9f0GBR71,15
fXlDEX0EoLTUa9f0GBR71,5
fXlDEX0EoLTUa9f0GBR71,23
fZGC6rX55BAjWgT217USW,2
fZGC6rX55BAjWgT217USW,9
fIIaYuMQTwkajaXs5Kp8D,8
fIIaYuMQTwkajaXs5Kp8D,1
fIIaYuMQTwkajaXs5Kp8D,2
fIIaYuMQTwkajaXs5Kp8D,4
fIIaYuMQTwkajaXs5Kp8D,9
fYzmCLo9xiaoWWK35Yir4,2
fYzmCLo9xiaoWWK35Yir4,9
fKjJ02C6hWWlBi9LyruFF,8
fKjJ02C6hWWlBi9LyruFF,2
fKjJ02C6hWWlBi9LyruFF,3
fKjJ02C6hWWlBi9LyruFF,9
fKjJ02C6hWWlBi9LyruFF,12
f1ghD0upGfa87PJ4ZxHxN,8
f1ghD0upGfa87PJ4ZxHxN,13
f1ghD0upGfa87PJ4ZxHxN,1
f1ghD0upGfa87PJ4ZxHxN,2
f1ghD0upGfa87PJ4ZxHxN,4
f1ghD0upGfa87PJ4ZxHxN,7
f9DZAYBBnUTAGGmQF3yjv,8
f9DZAYBBnUTAGGmQF3yjv,2
f9DZAYBBnUTAGGmQF3yjv,3
f9DZAYBBnUTAGGmQF3yjv,12
feowyKJkrwieEhQLimVfL,2
feowyKJkrwieEhQLimVfL,10
fFD5nO7mHnY4eWt3Hpl1n,1
fFD5nO7mHnY4eWt3Hpl1n,2
fFD5nO7mHnY4eWt3Hpl1n,3
fFD5nO7mHnY4eWt3Hpl1n,6
fFD5nO7mHnY4eWt3Hpl1n,7
fF44brFlINUaTJ6YDZXQj,8
f6Z3kMI5cZMcWrQ0Yi7JK,8
f6Z3kMI5cZMcWrQ0Yi7JK,2
f6Z3kMI5cZMcWrQ0Yi7JK,10
fU7WevCghJdkkDPnU4UCF,8
fU7WevCghJdkkDPnU4UCF,2
fU7WevCghJdkkDPnU4UCF,10
fnCzxKDV1RD5Oy9bdGEW3,8
fnCzxKDV1RD5Oy9bdGEW3,2
fnCzxKDV1RD5Oy9bdGEW3,21
fj3E2iWK3eIjuvBQ1WnW3,13
fj3E2iWK3eIjuvBQ1WnW3,1
fj3E2iWK3eIjuvBQ1WnW3,2
fj3E2iWK3eIjuvBQ1WnW3,3
fj3E2iWK3eIjuvBQ1WnW3,6
fcDoSYXM35mw7UXC85gDb,8
fcDoSYXM35mw7UXC85gDb,2
fcDoSYXM35mw7UXC85gDb,10
fcDoSYXM35mw7UXC85gDb,11
fcDoSYXM35mw7UXC85gDb,9
fSSS1FeGwzie6I4MpritF,8
fSSS1FeGwzie6I4MpritF,2
fSSS1FeGwzie6I4MpritF,10
fSSS1FeGwzie6I4MpritF,3
fSSS1FeGwzie6I4MpritF,12
fOv0Ovj7P3Xaqgn7kuj7R,8
fOv0Ovj7P3Xaqgn7kuj7R,2
fOv0Ovj7P3Xaqgn7kuj7R,10
fEmuVr6RvCcFSwxi0ST9g,8
fEmuVr6RvCcFSwxi0ST9g,2
fEmuVr6RvCcFSwxi0ST9g,6
fEmuVr6RvCcFSwxi0ST9g,7
fEmuVr6RvCcFSwxi0ST9g,9
fEmuVr6RvCcFSwxi0ST9g,5
fQ7Ta0FW2i636fXdeb78y,8
fQ7Ta0FW2i636fXdeb78y,1
fQ7Ta0FW2i636fXdeb78y,2
fQ7Ta0FW2i636fXdeb78y,3
fQ7Ta0FW2i636fXdeb78y,5
f11czGYWFVY1g6EePAoM3,8
f11czGYWFVY1g6EePAoM3,10
f11czGYWFVY1g6EePAoM3,28
fMqcvggtOfw6RqscWUyAJ,8
fMqcvggtOfw6RqscWUyAJ,10
fMqcvggtOfw6RqscWUyAJ,3
f7XAK3LYIMzmOpdC2tx5D,8
f7XAK3LYIMzmOpdC2tx5D,2
f7XAK3LYIMzmOpdC2tx5D,10
fWjpEByKKE7AsHc3TPTJu,4
fWjpEByKKE7AsHc3TPTJu,6
fWjpEByKKE7AsHc3TPTJu,5
fot47RKi5NcMibyOFdEJ6,8
fot47RKi5NcMibyOFdEJ6,2
fot47RKi5NcMibyOFdEJ6,3
fot47RKi5NcMibyOFdEJ6,9
fPZlECdXlEQnLrKCpvme4,8
fPZlECdXlEQnLrKCpvme4,13
fOF8CycIIso1LfmVwN479,8
fOF8CycIIso1LfmVwN479,2
fSNp5oztbjpYDmzIyUhKv,8
fSNp5oztbjpYDmzIyUhKv,13
fSNp5oztbjpYDmzIyUhKv,1
fSNp5oztbjpYDmzIyUhKv,2
fSNp5oztbjpYDmzIyUhKv,3
fynGeO2aynxFAEoDTVwzu,19
fynGeO2aynxFAEoDTVwzu,14
fynGeO2aynxFAEoDTVwzu,8
fynGeO2aynxFAEoDTVwzu,18
fynGeO2aynxFAEoDTVwzu,9
fChjv8IeoJZ6d5oVQaxKW,13
fChjv8IeoJZ6d5oVQaxKW,1
fChjv8IeoJZ6d5oVQaxKW,7
fChjv8IeoJZ6d5oVQaxKW,9
fChjv8IeoJZ6d5oVQaxKW,22
fLatnafdpVaSJQ9s6Bvf0,8
fLatnafdpVaSJQ9s6Bvf0,1
fLatnafdpVaSJQ9s6Bvf0,2
fLatnafdpVaSJQ9s6Bvf0,3
fLatnafdpVaSJQ9s6Bvf0,7
fcIamF4JXrVtT4HIgnD63,8
fcIamF4JXrVtT4HIgnD63,2
fcIamF4JXrVtT4HIgnD63,3
fcIamF4JXrVtT4HIgnD63,9
fNG0ab5Uq9Lzp0cwIaIdt,8
fNG0ab5Uq9Lzp0cwIaIdt,2
fNG0ab5Uq9Lzp0cwIaIdt,3
fNG0ab5Uq9Lzp0cwIaIdt,7
f81AESr2ZYhfOCbP9SHaj,19
f81AESr2ZYhfOCbP9SHaj,14
f81AESr2ZYhfOCbP9SHaj,8
f81AESr2ZYhfOCbP9SHaj,10
fT5Msh7gpWax9xYcgkw6f,2
fT5Msh7gpWax9xYcgkw6f,9
fKdzQXegQF5xkUfOwbBoM,8
fKdzQXegQF5xkUfOwbBoM,24
fKdzQXegQF5xkUfOwbBoM,11
fKdzQXegQF5xkUfOwbBoM,12
fNvpb37z0yXRbJEOoPpyF,8
fNvpb37z0yXRbJEOoPpyF,9
fNvpb37z0yXRbJEOoPpyF,12
fSVPfGDQUAfXGoY3VPzhb,8
fSVPfGDQUAfXGoY3VPzhb,13
fSVPfGDQUAfXGoY3VPzhb,1
fSVPfGDQUAfXGoY3VPzhb,2
fSVPfGDQUAfXGoY3VPzhb,4
fSVPfGDQUAfXGoY3VPzhb,6
fSVPfGDQUAfXGoY3VPzhb,7
fkQAvPDAZccOATSBrrIjo,8
fkQAvPDAZccOATSBrrIjo,2
fkQAvPDAZccOATSBrrIjo,3
fkQAvPDAZccOATSBrrIjo,7
f84CeLtW4Ydgg6q0eSkus,8
f84CeLtW4Ydgg6q0eSkus,13
f84CeLtW4Ydgg6q0eSkus,1
f84CeLtW4Ydgg6q0eSkus,15
f84CeLtW4Ydgg6q0eSkus,16
fMWpJkXKu3U7M3cDM6xwV,8
fMWpJkXKu3U7M3cDM6xwV,2
fMWpJkXKu3U7M3cDM6xwV,9
fMWpJkXKu3U7M3cDM6xwV,15
fMWpJkXKu3U7M3cDM6xwV,5
f58Hn3iuoZT4m23BIw0oM,14
f58Hn3iuoZT4m23BIw0oM,8
f58Hn3iuoZT4m23BIw0oM,3
f58Hn3iuoZT4m23BIw0oM,6
f58Hn3iuoZT4m23BIw0oM,7
f58Hn3iuoZT4m23BIw0oM,9
fsvJ62v5uzzZxKRS5vNx2,8
fsvJ62v5uzzZxKRS5vNx2,10
fsvJ62v5uzzZxKRS5vNx2,3
fsvJ62v5uzzZxKRS5vNx2,9
fsvJ62v5uzzZxKRS5vNx2,5
f7kGXDSAwahLxbPmnflKa,2
f7kGXDSAwahLxbPmnflKa,10
fX5kv8acVWXjKw3hj7JrZ,14
fX5kv8acVWXjKw3hj7JrZ,8
fX5kv8acVWXjKw3hj7JrZ,3
fRBNEbpY1xctaVq4q3CAA,8
fRBNEbpY1xctaVq4q3CAA,9
fOwnW6uNoyb6K2VL80xbb,2
fOwnW6uNoyb6K2VL80xbb,10
fOwnW6uNoyb6K2VL80xbb,3
fOwnW6uNoyb6K2VL80xbb,7
fW88Vn5oWtbDNZPheOJKN,8
fW88Vn5oWtbDNZPheOJKN,1
fW88Vn5oWtbDNZPheOJKN,2
fW88Vn5oWtbDNZPheOJKN,3
fW88Vn5oWtbDNZPheOJKN,12
foIIqQtxl87DIB1EEmGW1,8
foIIqQtxl87DIB1EEmGW1,2
foIIqQtxl87DIB1EEmGW1,3
foIIqQtxl87DIB1EEmGW1,9
fOoaz0FhOsdfukVwjBYXn,8
fOoaz0FhOsdfukVwjBYXn,9
fg57jueWYfrC4NEY2zVDl,8
fg57jueWYfrC4NEY2zVDl,10
fg57jueWYfrC4NEY2zVDl,9
fxUed3vx2jXn2bDjQBARb,8
fxUed3vx2jXn2bDjQBARb,9
f5fgtEkj6E3KNkGVHNtub,8
f5fgtEkj6E3KNkGVHNtub,10
f5fgtEkj6E3KNkGVHNtub,9
fiGTxfG8ozre9OUenHaJE,8
fiGTxfG8ozre9OUenHaJE,2
fVem0hBGr200RDfKiHdvR,2
fVem0hBGr200RDfKiHdvR,10
fJANewMkTRAhBrO5jXmF1,8
fJANewMkTRAhBrO5jXmF1,9
fPxwls2LqwdHPNcDbAciA,2
fPxwls2LqwdHPNcDbAciA,10
fPxwls2LqwdHPNcDbAciA,7
fPxwls2LqwdHPNcDbAciA,12
fY05Z3SrobMoZKRgRyvrZ,8
fY05Z3SrobMoZKRgRyvrZ,9
fk4gxdoQ7YdIXzsX8UIVi,8
fk4gxdoQ7YdIXzsX8UIVi,13
fk4gxdoQ7YdIXzsX8UIVi,1
fk4gxdoQ7YdIXzsX8UIVi,3
fk4gxdoQ7YdIXzsX8UIVi,7
fk4gxdoQ7YdIXzsX8UIVi,9
fgcxHrVTJATDHC5snVjpP,8
fgcxHrVTJATDHC5snVjpP,3
fgcxHrVTJATDHC5snVjpP,9
fexco94lGDcrj4D3HSsG8,8
fexco94lGDcrj4D3HSsG8,1
fexco94lGDcrj4D3HSsG8,10
fexco94lGDcrj4D3HSsG8,3
f6TAjROH3rR4uy0xntIoG,2
f6TAjROH3rR4uy0xntIoG,3
f6TAjROH3rR4uy0xntIoG,9
f6TAjROH3rR4uy0xntIoG,5
fbz9igVHUB7EFfxRPcDZb,11
fbz9igVHUB7EFfxRPcDZb,6
fbz9igVHUB7EFfxRPcDZb,28
fbz9igVHUB7EFfxRPcDZb,12
faAX9N0pYEXEBpTonP7l4,8
faAX9N0pYEXEBpTonP7l4,2
faAX9N0pYEXEBpTonP7l4,3
faAX9N0pYEXEBpTonP7l4,9
faAX9N0pYEXEBpTonP7l4,5
fe0Y4s6jpd3cDJ5oUw72E,14
fe0Y4s6jpd3cDJ5oUw72E,8
fe0Y4s6jpd3cDJ5oUw72E,9
fIbpn9uxbLdl95qe3Uxgh,14
fIbpn9uxbLdl95qe3Uxgh,8
fIbpn9uxbLdl95qe3Uxgh,2
fIbpn9uxbLdl95qe3Uxgh,3
fggfYwGqb663siXibDaii,8
fggfYwGqb663siXibDaii,1
fggfYwGqb663siXibDaii,4
fggfYwGqb663siXibDaii,6
fggfYwGqb663siXibDaii,7
fVb0eFjkg6ulRSURSUMjf,2
fVb0eFjkg6ulRSURSUMjf,3
fVb0eFjkg6ulRSURSUMjf,9
fo5ZWdsgFVVR7BMV7Ryzl,2
fo5ZWdsgFVVR7BMV7Ryzl,9
fXqztagwoAH2yAQ7fNawX,8
fXqztagwoAH2yAQ7fNawX,2
fXqztagwoAH2yAQ7fNawX,9
fZqyuporngGeOQc4y5NGU,8
fZqyuporngGeOQc4y5NGU,2
fZqyuporngGeOQc4y5NGU,3
fvixOeNCuZoCHT9Zrh1dK,8
fvixOeNCuZoCHT9Zrh1dK,3
fvixOeNCuZoCHT9Zrh1dK,12
f45EvWH2EKM4j2tttr3hg,8
f45EvWH2EKM4j2tttr3hg,3
fYQNzmDeRslyeofWZ2MZf,14
fYQNzmDeRslyeofWZ2MZf,2
fYQNzmDeRslyeofWZ2MZf,7
fv50vw8uVdRmztaB5WIEa,8
fv50vw8uVdRmztaB5WIEa,2
fv50vw8uVdRmztaB5WIEa,3
fv50vw8uVdRmztaB5WIEa,4
fv50vw8uVdRmztaB5WIEa,9
ffy28EhtLLxsivM8SBRYZ,14
ffy28EhtLLxsivM8SBRYZ,8
ffy28EhtLLxsivM8SBRYZ,2
ffy28EhtLLxsivM8SBRYZ,3
ffy28EhtLLxsivM8SBRYZ,6
ffy28EhtLLxsivM8SBRYZ,7
ffy28EhtLLxsivM8SBRYZ,5
fXrJchJzO7EiJjazTyJBO,8
fXrJchJzO7EiJjazTyJBO,2
fXrJchJzO7EiJjazTyJBO,3
fXrJchJzO7EiJjazTyJBO,6
fXrJchJzO7EiJjazTyJBO,9
f0n9sTy3mVJ3oxERVOufa,8
f0n9sTy3mVJ3oxERVOufa,9
falubBhOowT8WQrYJjqPu,8
falubBhOowT8WQrYJjqPu,29
falubBhOowT8WQrYJjqPu,28
falubBhOowT8WQrYJjqPu,9
fPQoW54pbC6mqHbhla4iB,8
fPQoW54pbC6mqHbhla4iB,1
fPQoW54pbC6mqHbhla4iB,2
fPQoW54pbC6mqHbhla4iB,6
fPQoW54pbC6mqHbhla4iB,9
fbThKoK6HSvLKt5KxzmBz,2
fPpStmu3qJTFGBWTaqXVP,8
fPpStmu3qJTFGBWTaqXVP,2
f1CHcL19zvyHRu7TFRwZq,8
f1CHcL19zvyHRu7TFRwZq,9
fS03uIcd4Tt0JKI7qk9dC,8
fS03uIcd4Tt0JKI7qk9dC,7
fH3RoyNgB0ah0eC6UMnL3,8
fH3RoyNgB0ah0eC6UMnL3,13
fH3RoyNgB0ah0eC6UMnL3,1
fH3RoyNgB0ah0eC6UMnL3,2
fH3RoyNgB0ah0eC6UMnL3,3
fH3RoyNgB0ah0eC6UMnL3,4
fH3RoyNgB0ah0eC6UMnL3,5
fzZfDW9u6SG4rbxQfdKg0,8
fzZfDW9u6SG4rbxQfdKg0,2
fHOxBb4VWfy2fF53X779R,8
fHOxBb4VWfy2fF53X779R,2
fHOxBb4VWfy2fF53X779R,10
fHOxBb4VWfy2fF53X779R,9
f0j9YWBhZVd1FmDb7T2Am,8
f0j9YWBhZVd1FmDb7T2Am,6
fkIwhKSDoubiTZ2mOthda,8
fkIwhKSDoubiTZ2mOthda,1
fkIwhKSDoubiTZ2mOthda,2
fkIwhKSDoubiTZ2mOthda,10
fkIwhKSDoubiTZ2mOthda,6
fkIwhKSDoubiTZ2mOthda,7
fkIwhKSDoubiTZ2mOthda,9
fYFd9UYbmfQsPVpByD1tL,8
fYFd9UYbmfQsPVpByD1tL,2
fYFd9UYbmfQsPVpByD1tL,10
fYFd9UYbmfQsPVpByD1tL,18
f4trV95c0QxDF3skGBqDP,8
f4trV95c0QxDF3skGBqDP,2
f4trV95c0QxDF3skGBqDP,10
f4trV95c0QxDF3skGBqDP,3
f4trV95c0QxDF3skGBqDP,18
f4trV95c0QxDF3skGBqDP,11
f8G4utc1jbqgKEzCtJYuv,8
f8G4utc1jbqgKEzCtJYuv,1
f8G4utc1jbqgKEzCtJYuv,2
f8G4utc1jbqgKEzCtJYuv,6
f8G4utc1jbqgKEzCtJYuv,7
f8G4utc1jbqgKEzCtJYuv,9
fEbeIPzya7EJGGH5ozp6m,8
fEbeIPzya7EJGGH5ozp6m,2
fEbeIPzya7EJGGH5ozp6m,10
fsuZnXKqf7dhXpJKBCnfB,1
fsuZnXKqf7dhXpJKBCnfB,6
fsuZnXKqf7dhXpJKBCnfB,7
fmRInLacpuTqUPGciKOor,8
fmRInLacpuTqUPGciKOor,2
fC3PiNWfVJ3KlFGrErB3u,24
fC3PiNWfVJ3KlFGrErB3u,11
fC3PiNWfVJ3KlFGrErB3u,28
fC3PiNWfVJ3KlFGrErB3u,27
fZVUEGUMjJuLTtN3GvHTq,8
fZVUEGUMjJuLTtN3GvHTq,2
fZVUEGUMjJuLTtN3GvHTq,10
fZVUEGUMjJuLTtN3GvHTq,18
fZVUEGUMjJuLTtN3GvHTq,12
fNg1VYbTX65it1748G44g,8
fNg1VYbTX65it1748G44g,2
fNg1VYbTX65it1748G44g,3
fNg1VYbTX65it1748G44g,21
fIKA4behlzLUt6rIQsK0B,2
fD6vBNYV9Ypq6za0bE2sl,8
fBP4jQ14qHvIemW9877Cj,8
fBP4jQ14qHvIemW9877Cj,3
f73WAB9kRi4ksHnwQzsnC,8
f73WAB9kRi4ksHnwQzsnC,6
f73WAB9kRi4ksHnwQzsnC,9
fRwddcF4RWZsjBwXSGjAy,2
fRwddcF4RWZsjBwXSGjAy,9
frGcubqaqeMmGcoQmI4vq,8
frGcubqaqeMmGcoQmI4vq,2
frGcubqaqeMmGcoQmI4vq,3
frGcubqaqeMmGcoQmI4vq,9
f05C8ZXZjHZrZaeUB8eYN,14
f05C8ZXZjHZrZaeUB8eYN,2
f05C8ZXZjHZrZaeUB8eYN,9
f05C8ZXZjHZrZaeUB8eYN,12
fOeIhAcrDOKgx8gpV1q67,19
fOeIhAcrDOKgx8gpV1q67,14
fOeIhAcrDOKgx8gpV1q67,8
fDzPEsTSn5tidn4HxCnhN,13
fDzPEsTSn5tidn4HxCnhN,2
fDzPEsTSn5tidn4HxCnhN,10
fDzPEsTSn5tidn4HxCnhN,9
fDzPEsTSn5tidn4HxCnhN,12
fsJN17rx44WJbWEljfZX4,8
fsJN17rx44WJbWEljfZX4,2
fwPziVrThTJheqZ6iYRNC,2
fwPziVrThTJheqZ6iYRNC,3
fybtm2Hve26Y9cXqANP4h,8
fybtm2Hve26Y9cXqANP4h,3
fybtm2Hve26Y9cXqANP4h,9
fQGZ1K6vhLQ3Q1Iep0Eyi,8
foC37FduQx4O31HG8N0yN,2
foC37FduQx4O31HG8N0yN,18
foC37FduQx4O31HG8N0yN,9
fJbNQBQMvIlxM78O35RkI,8
fJbNQBQMvIlxM78O35RkI,2
fJbNQBQMvIlxM78O35RkI,9
fmsAxK9FPgU7QxAdjGsxh,8
fmsAxK9FPgU7QxAdjGsxh,10
fmsAxK9FPgU7QxAdjGsxh,3
fmsAxK9FPgU7QxAdjGsxh,12
fHUSsQmG5FFUvaJ8r4z5d,13
fHUSsQmG5FFUvaJ8r4z5d,2
fHUSsQmG5FFUvaJ8r4z5d,10
fHUSsQmG5FFUvaJ8r4z5d,3
fHUSsQmG5FFUvaJ8r4z5d,4
fHUSsQmG5FFUvaJ8r4z5d,6
fHUSsQmG5FFUvaJ8r4z5d,7
fwxydujXuW5ZDsKJe4CPH,8
fwxydujXuW5ZDsKJe4CPH,2
fwxydujXuW5ZDsKJe4CPH,10
fwxydujXuW5ZDsKJe4CPH,3
fKVNI2OZD923g6WYrCs9t,2
fqvB226vGq18C3Bdx3zrL,8
fqvB226vGq18C3Bdx3zrL,3
fqvB226vGq18C3Bdx3zrL,5
f4lTN9E0MLxzYdRc7g4YP,8
f4lTN9E0MLxzYdRc7g4YP,10
f2wD9bN6zHS57YGaoVqL3,8
f2wD9bN6zHS57YGaoVqL3,2
f2wD9bN6zHS57YGaoVqL3,9
fRfCrKJo0Om9LyErWeAdv,2
fRfCrKJo0Om9LyErWeAdv,9
fZtUcJw5L7tGTUDaoiklw,8
fZtUcJw5L7tGTUDaoiklw,2
fZtUcJw5L7tGTUDaoiklw,3
fZtUcJw5L7tGTUDaoiklw,9
f7getZIkRd0WzBmEZnvLK,2
f7getZIkRd0WzBmEZnvLK,10
f7getZIkRd0WzBmEZnvLK,7
f7getZIkRd0WzBmEZnvLK,12
fULU3Ek5pFXh4WTtMbt5Y,13
fULU3Ek5pFXh4WTtMbt5Y,1
fULU3Ek5pFXh4WTtMbt5Y,2
fULU3Ek5pFXh4WTtMbt5Y,4
fgQd6Fhfkm6MRQfNhNhMn,14
fgQd6Fhfkm6MRQfNhNhMn,2
fgQd6Fhfkm6MRQfNhNhMn,3
fa5iNr4Eocw5eeP7cNY64,8
fa5iNr4Eocw5eeP7cNY64,13
fa5iNr4Eocw5eeP7cNY64,1
fa5iNr4Eocw5eeP7cNY64,2
fa5iNr4Eocw5eeP7cNY64,3
fa5iNr4Eocw5eeP7cNY64,7
fkUCtdLIlS1sP7MsQO3cn,14
fkUCtdLIlS1sP7MsQO3cn,3
fkUCtdLIlS1sP7MsQO3cn,6
fkUCtdLIlS1sP7MsQO3cn,7
f52cnirqj8rd1kyc9EC4x,8
f52cnirqj8rd1kyc9EC4x,9
f52cnirqj8rd1kyc9EC4x,12
